x-axis,1,2,3
second,Volt,Volt,Volt
-500.0000E-06,-36.4698581E-03,-1.0414571E-03,-7.6143215E-03
-499.5000E-06,-32.4497577E-03,-1.2424621E-03,-6.8103014E-03
-499.0000E-06,-32.4497577E-03,-639.4470E-06,-7.2123115E-03
-498.5000E-06,-34.4598079E-03,-1.0414571E-03,-9.4233667E-03
-498.0000E-06,-32.4497577E-03,-1.0414571E-03,-8.4183416E-03
-497.5000E-06,-36.4698581E-03,-1.4434671E-03,-6.2072864E-03
-497.0000E-06,-34.4598079E-03,-1.4434671E-03,-7.2123115E-03
-496.5000E-06,-32.4497577E-03,-1.0414571E-03,-6.8103014E-03
-496.0000E-06,-32.4497577E-03,-1.0414571E-03,-9.2223617E-03
-495.5000E-06,-33.4547828E-03,-237.4370E-06,-8.6193467E-03
-495.0000E-06,-34.4598079E-03,-1.4434671E-03,-10.8304019E-03
-494.5000E-06,-33.4547828E-03,-639.4470E-06,-9.4233667E-03
-494.0000E-06,-32.4497577E-03,-237.4370E-06,-8.4183416E-03
-493.5000E-06,-29.4346823E-03,-1.6444721E-03,-8.6193467E-03
-493.0000E-06,-30.4397075E-03,-1.4434671E-03,-10.4283919E-03
-492.5000E-06,-32.4497577E-03,-1.6444721E-03,-11.6344220E-03
-492.0000E-06,-32.4497577E-03,-237.4370E-06,-9.2223617E-03
-491.5000E-06,-32.4497577E-03,-1.0414571E-03,-10.0263818E-03
-491.0000E-06,-32.4497577E-03,-1.4434671E-03,-10.8304019E-03
-490.5000E-06,-32.4497577E-03,-1.0414571E-03,-10.8304019E-03
-490.0000E-06,-32.4497577E-03,-1.0414571E-03,-11.6344220E-03
-489.5000E-06,-32.4497577E-03,-639.4470E-06,-10.6293969E-03
-489.0000E-06,-32.4497577E-03,-1.8454771E-03,-11.6344220E-03
-488.5000E-06,-29.4346823E-03,-237.4370E-06,-13.2424622E-03
-488.0000E-06,-32.4497577E-03,-1.0414571E-03,-13.2424622E-03
