GPS Location:,Unlocked,,,,,
99999015.38,-100.6409836,9.999901538,,,,
99999038.11,-102.3110886,9.999903811,,,,
99999060.84,-103.6001511,9.999906084,,,,
99999083.58,-104.3473892,9.999908358,,,,
99999106.31,-104.4996109,9.999910631,,,,
99999129.04,-104.5378189,9.999912904,,,,
99999151.77,-105.1743546,9.999915177,,,,
99999174.51,-106.8890457,9.999917451,,,,
99999197.24,-109.803215,9.999919724,,,,
99999219.97,-111.2702408,9.999921997,,,,
99999242.7,-107.890007,9.99992427,,,,
99999265.44,-104.8844223,9.999926544,,,,
99999288.17,-103.1219864,9.999928817,,,,
99999310.9,-102.3324814,9.99993109,,,,
99999333.63,-102.3511276,9.999933363,,,,
99999356.37,-103.0703354,9.999935637,,,,
99999379.1,-104.1980209,9.99993791,,,,
99999401.83,-105.3188248,9.999940183,,,,
99999424.57,-106.2910538,9.999942457,,,,
99999447.3,-107.1241531,9.99994473,,,,
99999470.03,-107.8861008,9.999947003,,,,
99999492.76,-108.5892715,9.999949276,,,,
99999515.5,-109.3248825,9.99995155,,,,
99999538.23,-109.7187424,9.999953823,,,,
99999560.96,-109.1382828,9.999956096,,,,
99999583.69,-108.1240616,9.999958369,,,,
99999606.43,-107.4837265,9.999960643,,,,
99999629.16,-107.3314896,9.999962916,,,,
99999651.89,-107.3651352,9.999965189,,,,
99999674.62,-107.2161636,9.999967462,,,,
99999697.36,-106.5021591,9.999969736,,,,
99999720.09,-105.1885452,9.999972009,,,,
99999742.82,-103.475563,9.999974282,,,,
99999765.55,-101.9505386,9.999976555,,,,
99999788.29,-100.997261,9.999978829,,,,
99999811.02,-100.6359482,9.999981102,,,,
99999833.75,-100.5304489,9.999983375,,,,
99999856.48,-100.0759201,9.999985648,,,,
99999879.22,-99.13318634,9.999987922,,,,
99999901.95,-98.38936615,9.999990195,,,,
99999924.68,-98.55367279,9.999992468,,,,
99999947.42,-100.035759,9.999994742,,,,
99999970.15,-102.8485336,9.999997015,,,,
99999992.88,-104.7610397,9.999999288,,,,
100000015.6,-103.7640457,10.00000156,,,,
100000038.3,-101.9591293,10.00000383,,,,
100000061.1,-100.8596573,10.00000611,,,,
100000083.8,-100.7059097,10.00000838,,,,
100000106.5,-101.2136002,10.00001065,,,,
100000129.3,-102.0639114,10.00001293,,,,
100000152,-103.3368454,10.0000152,,,,
100000174.7,-105.7161179,10.00001747,,,,
100000197.5,-111.0012894,10.00001975,,,,
100000220.2,-126.0737228,10.00002202,,,,
100000242.9,-109.2318954,10.00002429,,,,
100000265.7,-104.0590439,10.00002657,,,,
100000288.4,-102.4466782,10.00002884,,,,
100000311.1,-102.4957809,10.00003111,,,,
100000333.9,-103.582222,10.00003339,,,,
100000356.6,-104.9964218,10.00003566,,,,
100000379.3,-105.0190964,10.00003793,,,,
100000402.1,-103.3566971,10.00004021,,,,
100000424.8,-101.0836563,10.00004248,,,,
100000447.5,-99.56490326,10.00004475,,,,
100000470.3,-98.95465851,10.00004703,,,,
100000493,-99.19062042,10.0000493,,,,
100000515.7,-99.93984222,10.00005157,,,,
100000538.5,-100.6690292,10.00005385,,,,
100000561.2,-101.3722458,10.00005612,,,,
100000583.9,-102.2646713,10.00005839,,,,
100000606.7,-102.743187,10.00006067,,,,
100000629.4,-102.6167374,10.00006294,,,,
100000652.1,-102.6633072,10.00006521,,,,
100000674.9,-103.5240555,10.00006749,,,,
100000697.6,-107.2373123,10.00006976,,,,
100000720.3,-108.1559372,10.00007203,,,,
100000743.1,-101.6580276,10.00007431,,,,
100000765.8,-85.41201019,10.00007658,,,,
100000788.5,-74.54518127,10.00007885,,,,
100000811.3,-65.13773346,10.00008113,,,,
100000834,-57.06720734,10.0000834,,,,
100000856.7,-50.28124237,10.00008567,,,,
100000879.5,-44.75478745,10.00008795,,,,
100000902.2,-40.47862244,10.00009022,,,,
100000924.9,-37.4496994,10.00009249,,,,
100000947.7,-35.66688156,10.00009477,,,,
100000970.4,-35.1291008,10.00009704,,,BW 3dB = ,136.395652
100000993.1,-35.83584595,10.00009931,,,,
100001015.8,-37.78696442,10.00010158,,,,
100001038.6,-40.98156738,10.00010386,,,,
100001061.3,-45.41843033,10.00010613,,,,
100001084,-51.09316254,10.0001084,,,,
100001106.8,-57.99734879,10.00011068,,,,
100001129.5,-66.10665131,10.00011295,,,,
100001152.2,-75.34716797,10.00011522,,,,
100001175,-85.53806305,10.0001175,,,,
100001197.7,-96.4361496,10.00011977,,,,
100001220.4,-107.9581528,10.00012204,,,,
100001243.2,-109.4863815,10.00012432,,,,
100001265.9,-107.4541092,10.00012659,,,,
100001288.6,-107.334465,10.00012886,,,,
100001311.4,-108.3796005,10.00013114,,,,
100001334.1,-108.1531143,10.00013341,,,,
100001356.8,-106.8751602,10.00013568,,,,
100001379.6,-105.2426376,10.00013796,,,,
100001402.3,-103.4724045,10.00014023,,,,
100001425,-101.7191391,10.0001425,,,,
100001447.8,-100.379158,10.00014478,,,,
100001470.5,-99.70940399,10.00014705,,,,
100001493.2,-99.9638443,10.00014932,,,,
100001516,-101.273735,10.0001516,,,,
100001538.7,-103.367775,10.00015387,,,,
100001561.4,-105.2730331,10.00015614,,,,
100001584.2,-105.6676712,10.00015842,,,,
100001606.9,-104.6756516,10.00016069,,,,
100001629.6,-103.7377243,10.00016296,,,,
100001652.4,-103.9115982,10.00016524,,,,
100001675.1,-105.9223862,10.00016751,,,,
100001697.8,-110.9051132,10.00016978,,,,
100001720.6,-114.4911423,10.00017206,,,,
100001743.3,-108.1832199,10.00017433,,,,
100001766,-104.0100174,10.0001766,,,,
100001788.8,-102.3415298,10.00017888,,,,
100001811.5,-101.2614975,10.00018115,,,,
100001834.2,-100.4825058,10.00018342,,,,
100001857,-100.2840195,10.0001857,,,,
100001879.7,-100.854393,10.00018797,,,,
100001902.4,-102.2713242,10.00019024,,,,
100001925.2,-104.3150406,10.00019252,,,,
100001947.9,-104.5613327,10.00019479,,,,
100001970.6,-102.6824875,10.00019706,,,,
100001993.4,-100.9696274,10.00019934,,,,
100002016.1,-100.2905045,10.00020161,,,,
100002038.8,-100.4825668,10.00020388,,,,
100002061.5,-101.2058182,10.00020615,,,,
100002084.3,-101.669136,10.00020843,,,,
100002107,-101.5330734,10.0002107,,,,
100002129.7,-101.5719528,10.00021297,,,,
100002152.5,-102.4271469,10.00021525,,,,
100002175.2,-104.0552292,10.00021752,,,,
100002197.9,-105.8862228,10.00021979,,,,
100002220.7,-107.2545242,10.00022207,,,,
100002243.4,-108.08564,10.00022434,,,,
100002266.1,-108.1267319,10.00022661,,,,
100002288.9,-107.1957474,10.00022889,,,,
100002311.6,-105.9375687,10.00023116,,,,
100002334.3,-105.0164566,10.00023343,,,,
100002357.1,-104.7305222,10.00023571,,,,
100002379.8,-105.1149979,10.00023798,,,,
100002402.5,-106.0943222,10.00024025,,,,
100002425.3,-107.5690536,10.00024253,,,,
100002448,-109.4573746,10.0002448,,,,
100002470.7,-111.4284134,10.00024707,,,,
100002493.5,-111.8051987,10.00024935,,,,
100002516.2,-109.0051804,10.00025162,,,,
100002538.9,-105.8399277,10.00025389,,,,
100002561.7,-103.5506363,10.00025617,,,,
100002584.4,-102.234581,10.00025844,,,,
100002607.1,-101.8153915,10.00026071,,,,
100002629.9,-102.2492905,10.00026299,,,,
100002652.6,-103.6351852,10.00026526,,,,
100002675.3,-106.1272507,10.00026753,,,,
100002698.1,-107.8714523,10.00026981,,,,
100002720.8,-107.7031174,10.00027208,,,,
100002743.5,-105.1657944,10.00027435,,,,
100002766.3,-103.2817917,10.00027663,,,,
100002789,-102.5312424,10.0002789,,,,
100002811.7,-102.4929886,10.00028117,,,,
100002834.5,-102.6036301,10.00028345,,,,
100002857.2,-102.4462814,10.00028572,,,,
100002879.9,-101.9477921,10.00028799,,,,
100002902.7,-101.1554947,10.00029027,,,,
100002925.4,-100.1459122,10.00029254,,,,
100002948.1,-99.10729218,10.00029481,,,,
100002970.9,-98.22623444,10.00029709,,,,
100002993.6,-97.63378143,10.00029936,,,,
100003016.3,-97.47054291,10.00030163,,,,
100003039.1,-97.797966,10.00030391,,,,
100003061.8,-98.64551544,10.00030618,,,,
100003084.5,-99.8842392,10.00030845,,,,
100003107.2,-101.2813339,10.00031072,,,,
100003130,-102.5859604,10.000313,,,,
100003152.7,-103.8054428,10.00031527,,,,
100003175.4,-105.5774765,10.00031754,,,,
100003198.2,-109.0535049,10.00031982,,,,
100003220.9,-113.6732712,10.00032209,,,,
100003243.6,-110.0799026,10.00032436,,,,
100003266.4,-106.4057083,10.00032664,,,,
100003289.1,-104.6062241,10.00032891,,,,
100003311.8,-104.1959763,10.00033118,,,,
100003334.6,-104.6953964,10.00033346,,,,
100003357.3,-106.0146561,10.00033573,,,,
100003380,-108.2104874,10.000338,,,,
100003402.8,-111.3384933,10.00034028,,,,
100003425.5,-114.7985458,10.00034255,,,,
100003448.2,-117.3511429,10.00034482,,,,
100003471,-119.194191,10.0003471,,,,
100003493.7,-118.5761185,10.00034937,,,,
100003516.4,-113.0950851,10.00035164,,,,
100003539.2,-109.1044846,10.00035392,,,,
100003561.9,-106.8668289,10.00035619,,,,
100003584.6,-105.9991226,10.00035846,,,,
100003607.4,-106.4393387,10.00036074,,,,
100003630.1,-108.3774338,10.00036301,,,,
100003652.8,-112.3597794,10.00036528,,,,
100003675.6,-117.6334,10.00036756,,,,
100003698.3,-121.2695541,10.00036983,,,,
100003721,-118.2802658,10.0003721,,,,
100003743.8,-113.9129105,10.00037438,,,,
100003766.5,-111.2410049,10.00037665,,,,
100003789.2,-110.4849777,10.00037892,,,,
100003812,-111.8534012,10.0003812,,,,
100003834.7,-116.0597763,10.00038347,,,,
100003857.4,-125.3159103,10.00038574,,,,
100003880.2,-122.895607,10.00038802,,,,
100003902.9,-120.3075943,10.00039029,,,,
100003925.6,-118.3225021,10.00039256,,,,
100003948.4,-115.675148,10.00039484,,,,
100003971.1,-113.9075241,10.00039711,,,,
100003993.8,-113.3314743,10.00039938,,,,
100004016.6,-113.2681656,10.00040166,,,,
100004039.3,-113.3828659,10.00040393,,,,
100004062,-113.5048447,10.0004062,,,,
100004084.8,-113.757576,10.00040848,,,,
100004107.5,-113.6139297,10.00041075,,,,
100004130.2,-112.1445541,10.00041302,,,,
100004152.9,-109.8646317,10.00041529,,,,
100004175.7,-107.9122849,10.00041757,,,,
100004198.4,-106.4613113,10.00041984,,,,
100004221.1,-105.3008194,10.00042211,,,,
100004243.9,-104.39814,10.00042439,,,,
100004266.6,-103.7883682,10.00042666,,,,
100004289.3,-103.4245834,10.00042893,,,,
100004312.1,-103.2638168,10.00043121,,,,
100004334.8,-103.5060349,10.00043348,,,,
100004357.5,-104.3996048,10.00043575,,,,
100004380.3,-106.6112442,10.00043803,,,,
100004403,-111.6067734,10.0004403,,,,
100004425.7,-120.3423996,10.00044257,,,,
100004448.5,-119.5594864,10.00044485,,,,
100004471.2,-113.202858,10.00044712,,,,
100004493.9,-111.7272415,10.00044939,,,,
100004516.7,-108.1433334,10.00045167,,,,
100004539.4,-104.4298477,10.00045394,,,,
100004562.1,-102.2382584,10.00045621,,,,
100004584.9,-101.6396561,10.00045849,,,,
100004607.6,-102.6411819,10.00046076,,,,
100004630.3,-105.4370804,10.00046303,,,,
100004653.1,-107.9753952,10.00046531,,,,
100004675.8,-107.9903488,10.00046758,,,,
100004698.5,-106.0364151,10.00046985,,,,
100004721.3,-105.4184494,10.00047213,,,,
100004744,-106.3505173,10.0004744,,,,
100004766.7,-108.5918045,10.00047667,,,,
100004789.5,-112.6331711,10.00047895,,,,
100004812.2,-121.0804825,10.00048122,,,,
100004834.9,-120.7030869,10.00048349,,,,
100004857.7,-112.5581894,10.00048577,,,,
100004880.4,-109.3450699,10.00048804,,,,
100004903.1,-108.1901779,10.00049031,,,,
100004925.9,-108.3462143,10.00049259,,,,
100004948.6,-109.7530136,10.00049486,,,,
100004971.3,-112.7015762,10.00049713,,,,
100004994.1,-113.7469406,10.00049941,,,,
100005016.8,-111.6872635,10.00050168,,,,
100005039.5,-107.6199112,10.00050395,,,,
100005062.3,-105.4882584,10.00050623,,,,
100005085,-105.0516586,10.0005085,,,,
100005107.7,-106.1010056,10.00051077,,,,
100005130.5,-108.3315964,10.00051305,,,,
100005153.2,-110.273674,10.00051532,,,,
100005175.9,-109.5401535,10.00051759,,,,
100005198.6,-108.0118027,10.00051986,,,,
100005221.4,-106.9770737,10.00052214,,,,
100005244.1,-106.2230911,10.00052441,,,,
100005266.8,-105.4120865,10.00052668,,,,
100005289.6,-104.4776382,10.00052896,,,,
100005312.3,-103.6254959,10.00053123,,,,
100005335,-103.2053146,10.0005335,,,,
100005357.8,-103.3958817,10.00053578,,,,
100005380.5,-104.3925247,10.00053805,,,,
100005403.2,-106.1888809,10.00054032,,,,
100005426,-108.6491013,10.0005426,,,,
100005448.7,-111.4262924,10.00054487,,,,
100005471.4,-113.3326035,10.00054714,,,,
100005494.2,-111.8680649,10.00054942,,,,
100005516.9,-108.9356613,10.00055169,,,,
100005539.6,-107.0786362,10.00055396,,,,
100005562.4,-106.8661423,10.00055624,,,,
100005585.1,-108.8908005,10.00055851,,,,
100005607.8,-114.7528763,10.00056078,,,,
100005630.6,-112.2608566,10.00056306,,,,
100005653.3,-107.1582565,10.00056533,,,,
100005676,-103.7074051,10.0005676,,,,
100005698.8,-102.3068008,10.00056988,,,,
100005721.5,-102.1238785,10.00057215,,,,
100005744.2,-102.8976517,10.00057442,,,,
100005767,-104.3143692,10.0005767,,,,
100005789.7,-105.7948074,10.00057897,,,,
100005812.4,-106.6198349,10.00058124,,,,
100005835.2,-106.3903122,10.00058352,,,,
100005857.9,-105.4419022,10.00058579,,,,
100005880.6,-104.4933243,10.00058806,,,,
100005903.4,-104.0342484,10.00059034,,,,
100005926.1,-104.3158798,10.00059261,,,,
100005948.8,-105.5265274,10.00059488,,,,
100005971.6,-107.8870163,10.00059716,,,,
100005994.3,-112.8084793,10.00059943,,,,
100006017,-122.1578598,10.0006017,,,,
100006039.8,-130.4406128,10.00060398,,,,
100006062.5,-113.5754776,10.00060625,,,,
100006085.2,-111.0358658,10.00060852,,,,
100006108,-109.2686386,10.0006108,,,,
100006130.7,-108.0859451,10.00061307,,,,
100006153.4,-107.1520767,10.00061534,,,,
100006176.2,-106.3009415,10.00061762,,,,
100006198.9,-105.4350357,10.00061989,,,,
100006221.6,-104.5127182,10.00062216,,,,
100006244.3,-103.687233,10.00062443,,,,
100006267.1,-103.1946335,10.00062671,,,,
100006289.8,-103.1278915,10.00062898,,,,
100006312.5,-103.487236,10.00063125,,,,
100006335.3,-104.3192368,10.00063353,,,,
100006358,-105.6538162,10.0006358,,,,
100006380.7,-107.5103073,10.00063807,,,,
100006403.5,-109.8878708,10.00064035,,,,
100006426.2,-112.9916458,10.00064262,,,,
100006448.9,-116.6518478,10.00064489,,,,
100006471.7,-115.5699081,10.00064717,,,,
100006494.4,-110.8377762,10.00064944,,,,
100006517.1,-107.6602097,10.00065171,,,,
100006539.9,-105.8606644,10.00065399,,,,
100006562.6,-105.0508957,10.00065626,,,,
100006585.3,-104.9434128,10.00065853,,,,
100006608.1,-105.4389572,10.00066081,,,,
100006630.8,-106.5410538,10.00066308,,,,
100006653.5,-107.9188156,10.00066535,,,,
100006676.3,-109.1231003,10.00066763,,,,
100006699,-109.1576157,10.0006699,,,,
