x-axis,1,2
second,Volt,Volt
-1.00000E-03,+199.46607E-03,-7.01759E-03
-999.00E-06,+196.45099E-03,-8.42462E-03
-998.00E-06,+203.48617E-03,-9.83166E-03
-997.00E-06,+199.46607E-03,-10.03266E-03
-996.00E-06,+199.46607E-03,-9.42965E-03
-995.00E-06,+198.46105E-03,-7.41960E-03
-994.00E-06,+199.46607E-03,-4.20352E-03
-993.00E-06,+199.46607E-03,-786.43E-06
-992.00E-06,+195.44597E-03,+3.43467E-03
-991.00E-06,+198.46105E-03,+6.04774E-03
-990.00E-06,+199.46607E-03,+8.25879E-03
-989.00E-06,+198.46105E-03,+9.86683E-03
-988.00E-06,+199.46607E-03,+10.67085E-03
-987.00E-06,+196.45099E-03,+9.06281E-03
-986.00E-06,+199.46607E-03,+7.45477E-03
-985.00E-06,+199.46607E-03,+4.84171E-03
-984.00E-06,+199.46607E-03,+218.59E-06
-983.00E-06,+207.50627E-03,-3.80151E-03
-982.00E-06,+205.49622E-03,-7.41960E-03
-981.00E-06,+202.48115E-03,-9.63065E-03
-980.00E-06,+207.50627E-03,-11.03769E-03
-979.00E-06,+204.49120E-03,-11.84171E-03
-978.00E-06,+203.48617E-03,-11.43970E-03
-977.00E-06,+203.48617E-03,-10.03266E-03
-976.00E-06,+207.50627E-03,-7.01759E-03
-975.00E-06,+203.48617E-03,-3.80151E-03
-974.00E-06,+203.48617E-03,-1.38945E-03
-973.00E-06,+200.47110E-03,+2.63065E-03
-972.00E-06,+203.48617E-03,+5.84673E-03
-971.00E-06,+200.47110E-03,+6.85176E-03
-970.00E-06,+203.48617E-03,+9.46482E-03
-969.00E-06,+200.47110E-03,+9.86683E-03
-968.00E-06,+203.48617E-03,+7.45477E-03
-967.00E-06,+200.47110E-03,+5.84673E-03
-966.00E-06,+205.49622E-03,+1.82663E-03
-965.00E-06,+211.52637E-03,-2.19347E-03
-964.00E-06,+207.50627E-03,-7.82161E-03
-963.00E-06,+204.49120E-03,-10.83668E-03
-962.00E-06,+205.49622E-03,-12.24372E-03
-961.00E-06,+207.50627E-03,-12.64573E-03
-960.00E-06,+207.50627E-03,-12.64573E-03
-959.00E-06,+204.49120E-03,-9.42965E-03
-958.00E-06,+207.50627E-03,-7.82161E-03
-957.00E-06,+203.48617E-03,-4.60553E-03
-956.00E-06,+207.50627E-03,+1.02261E-03
-955.00E-06,+204.49120E-03,+4.23869E-03
-954.00E-06,+209.51632E-03,+8.66080E-03
-953.00E-06,+207.50627E-03,+10.67085E-03
-952.00E-06,+207.50627E-03,+12.27889E-03
