x-axis,1,2
second,Volt,Volt
-1.00930000E-03,+1.07851757639E+00,+187.56278232E-03
-1.00926800E-03,+1.07914571709E+00,+215.20097298E-03
-1.00923600E-03,+1.09861807869E+00,+198.86931486E-03
-1.00920400E-03,+1.08542712405E+00,+53.14067320E-03
-1.00917200E-03,+1.08542712405E+00,+82.03514526E-03
-1.00914000E-03,+1.09233667172E+00,+187.56278232E-03
-1.00910800E-03,+1.09861807869E+00,+118.46730567E-03
-1.00907600E-03,+1.08542712405E+00,+14.19595000E-03
-1.00904400E-03,+1.07851757639E+00,+53.14067320E-03
-1.00901200E-03,+1.07223616942E+00,+12.93966861E-03
-1.00898000E-03,+1.08542712405E+00,+14.19595001E-03
-1.00894800E-03,+1.09233667172E+00,+108.41705452E-03
-1.00891600E-03,+1.09861807869E+00,+159.92459166E-03
-1.00888400E-03,+1.09233667172E+00,+51.88439181E-03
-1.00885200E-03,+1.09861807869E+00,-53.64324525E-03
-1.00882000E-03,+1.08542712405E+00,-39.82414992E-03
-1.00878800E-03,+1.07851757639E+00,+376.85468E-06
-1.00875600E-03,+1.07914571709E+00,-14.69852205E-03
-1.00872400E-03,+1.09861807869E+00,-38.56786852E-03
-1.00869200E-03,+1.08542712405E+00,+25.50248254E-03
-1.00866000E-03,+1.08542712405E+00,-67.46234058E-03
-1.00862800E-03,+1.08542712405E+00,-121.48244051E-03
-1.00859600E-03,+1.07851757639E+00,-118.96987771E-03
-1.00856400E-03,+1.07914571709E+00,-27.26133599E-03
-1.00853200E-03,+1.09861807868E+00,-26.00505459E-03
-1.00850000E-03,+1.08542712405E+00,+26.75876394E-03
-1.00846800E-03,+1.08542712405E+00,+12.93966861E-03
-1.00843600E-03,+1.09233667172E+00,-27.26133599E-03
-1.00840400E-03,+1.09861807868E+00,-53.64324525E-03
-1.00837200E-03,+1.08542712405E+00,-67.46234058E-03
-1.00834000E-03,+1.08542712405E+00,-66.20605918E-03
-1.00830800E-03,+1.08542712405E+00,+376.85468E-06
-1.00827600E-03,+1.08542712405E+00,+12.93966861E-03
-1.00824400E-03,+1.08542712405E+00,+376.85468E-06
-1.00821200E-03,+1.08542712405E+00,-879.42673E-06
-1.00818000E-03,+1.07851757639E+00,-53.64324525E-03
-1.00814800E-03,+1.07223616942E+00,-39.82414992E-03
-1.00811600E-03,+1.08542712405E+00,+14.19595001E-03
-1.00808400E-03,+1.07851757639E+00,-2.13570813E-03
-1.00805200E-03,+1.07223616942E+00,-78.76887311E-03
-1.00802000E-03,+1.07851757639E+00,+26.75876394E-03
