x-axis,1
second,Volt
-100.000000E-06,+197.502514347E-03
-99.996500E-06,+199.512534426E-03
-99.993000E-06,+197.502514347E-03
-99.989500E-06,+197.502514347E-03
-99.986000E-06,+197.502273138E-03
-99.982500E-06,+193.482413888E-03
-99.979000E-06,+193.482413888E-03
-99.975500E-06,+193.482624946E-03
-99.972000E-06,+195.492705327E-03
-99.968500E-06,+197.503057069E-03
-99.964999E-06,+201.523217831E-03
-99.961499E-06,+205.542383603E-03
-99.957999E-06,+203.532665037E-03
-99.954499E-06,+203.532273071E-03
-99.950999E-06,+201.522614807E-03
-99.947499E-06,+201.523519343E-03
-99.943999E-06,+205.542715266E-03
-99.940499E-06,+205.542202696E-03
-99.936999E-06,+203.533207758E-03
-99.933499E-06,+205.542715266E-03
-99.929999E-06,+205.543318290E-03
-99.926499E-06,+207.550232795E-03
-99.922999E-06,+199.513891230E-03
-99.919499E-06,+203.531278081E-03
-99.915999E-06,+199.513288206E-03
-99.912499E-06,+201.522614807E-03
-99.908999E-06,+201.522614807E-03
-99.905499E-06,+201.520986642E-03
-99.901999E-06,+197.501670114E-03
-99.898498E-06,+195.491589733E-03
-99.894998E-06,+193.482413888E-03
-99.891498E-06,+193.483348575E-03
-99.887998E-06,+195.492464118E-03
-99.884498E-06,+195.492464118E-03
-99.880998E-06,+195.492464118E-03
-99.877498E-06,+195.492464118E-03
-99.873998E-06,+195.494635004E-03
-99.870498E-06,+199.513680172E-03
-99.866998E-06,+201.520323315E-03
-99.863498E-06,+197.501338450E-03
-99.859998E-06,+195.492464118E-03
-99.856498E-06,+195.492464118E-03
-99.852998E-06,+195.493730468E-03
-99.849498E-06,+197.502514347E-03
-99.845998E-06,+197.506494306E-03
-99.842498E-06,+203.529951428E-03
-99.838998E-06,+199.512564577E-03
-99.835498E-06,+199.512564577E-03
-99.831997E-06,+199.512564577E-03
-99.828497E-06,+199.515519395E-03
-99.824997E-06,+203.532665037E-03
-99.821497E-06,+203.529589614E-03
-99.817997E-06,+199.512564577E-03
-99.814497E-06,+199.510966563E-03
-99.810997E-06,+197.500886182E-03
-99.807497E-06,+195.495780750E-03
-99.803997E-06,+199.509187642E-03
-99.800497E-06,+195.497619973E-03
-99.796997E-06,+201.520866037E-03
-99.793497E-06,+199.507227814E-03
-99.789997E-06,+193.486032032E-03
-99.786497E-06,+197.504353571E-03
-99.782997E-06,+199.512564577E-03
-99.779497E-06,+199.506866000E-03
-99.775997E-06,+193.486273242E-03
-99.772497E-06,+197.504474176E-03
-99.768997E-06,+199.514554557E-03
-99.765496E-06,+201.522614807E-03
-99.761996E-06,+201.522614807E-03
-99.758496E-06,+201.518453941E-03
-99.754996E-06,+197.506735516E-03
-99.751496E-06,+201.522614807E-03
-99.747996E-06,+201.524785694E-03
-99.744496E-06,+203.528262961E-03
-99.740996E-06,+199.508102199E-03
-99.737496E-06,+195.494725458E-03
-99.733996E-06,+197.504805839E-03
-99.730496E-06,+199.510242934E-03
-99.726996E-06,+197.504866141E-03
-99.723496E-06,+199.514946522E-03
-99.719996E-06,+201.520202711E-03
-99.716496E-06,+199.510122330E-03
-99.712996E-06,+197.502514347E-03
-99.709496E-06,+197.505016897E-03
-99.705996E-06,+199.512564577E-03
-99.702496E-06,+199.512564577E-03
-99.698995E-06,+199.517750584E-03
-99.695495E-06,+203.530041882E-03
-99.691995E-06,+201.519961501E-03
-99.688495E-06,+199.509881120E-03
-99.684995E-06,+197.505227956E-03
-99.681495E-06,+199.509820818E-03
-99.677995E-06,+197.510836080E-03
-99.674495E-06,+203.527056913E-03
-99.670995E-06,+199.515398790E-03
-99.667495E-06,+201.519750443E-03
-99.663995E-06,+199.506775546E-03
-99.660495E-06,+195.495388784E-03
-99.656995E-06,+197.502514347E-03
-99.653495E-06,+197.508484286E-03
-99.649995E-06,+201.516584566E-03
-99.646495E-06,+197.505559619E-03
-99.642995E-06,+199.512564577E-03
-99.639495E-06,+199.512564577E-03
-99.635995E-06,+199.509428852E-03
-99.632494E-06,+197.505680224E-03
-99.628994E-06,+199.509368550E-03
-99.625494E-06,+197.508966705E-03
-99.621994E-06,+201.522614807E-03
-99.618494E-06,+201.522614807E-03
-99.614994E-06,+201.519298175E-03
-99.611494E-06,+199.512564577E-03
-99.607994E-06,+199.515941512E-03
-99.604494E-06,+201.519207721E-03
-99.600994E-06,+199.509127340E-03
-99.597494E-06,+197.502514347E-03
-99.593994E-06,+197.492021729E-03
-99.590494E-06,+191.475891349E-03
-99.586994E-06,+193.489529572E-03
-99.583494E-06,+197.495338361E-03
-99.579994E-06,+193.478795744E-03
-99.576494E-06,+191.468715363E-03
-99.572994E-06,+189.465991875E-03
-99.569494E-06,+191.468655060E-03
-99.565993E-06,+189.469790927E-03
-99.562493E-06,+193.478644988E-03
-99.558993E-06,+191.479961762E-03
-99.555493E-06,+195.496293321E-03
-99.551993E-06,+197.498654993E-03
-99.548493E-06,+195.492464118E-03
-99.544993E-06,+195.492464118E-03
-99.541493E-06,+195.496413925E-03
-99.537993E-06,+197.506494306E-03
-99.534493E-06,+199.512564577E-03
-99.530993E-06,+199.512564577E-03
-99.527493E-06,+199.508494165E-03
-99.523993E-06,+197.506614911E-03
-99.520493E-06,+199.516695292E-03
-99.516993E-06,+201.518453941E-03
-99.513493E-06,+199.512564577E-03
-99.509993E-06,+199.508343409E-03
-99.506493E-06,+197.519519626E-03
-99.502993E-06,+205.525589383E-03
-99.499492E-06,+197.498202725E-03
-99.495992E-06,+195.501147664E-03
-99.492492E-06,+199.521308426E-03
-99.488992E-06,+203.528262961E-03
-99.485492E-06,+201.518182580E-03
-99.481992E-06,+199.521489333E-03
-99.478492E-06,+203.523679978E-03
-99.474992E-06,+199.512564577E-03
-99.471492E-06,+199.512564577E-03
-99.467992E-06,+199.517147560E-03
-99.464492E-06,+201.518001673E-03
-99.460992E-06,+199.517207862E-03
-99.457492E-06,+201.513267934E-03
-99.453992E-06,+197.507217935E-03
-99.450492E-06,+199.498363360E-03
-99.446992E-06,+193.487177778E-03
-99.443492E-06,+195.492464118E-03
-99.439992E-06,+195.482815733E-03
-99.436492E-06,+191.486926689E-03
-99.432991E-06,+197.502514347E-03
-99.429491E-06,+197.512343640E-03
-99.425991E-06,+201.517670010E-03
-99.422491E-06,+199.512564577E-03
-99.418991E-06,+199.507559477E-03
-99.415491E-06,+197.507549598E-03
-99.411991E-06,+199.502433773E-03
-99.408491E-06,+195.502655224E-03
-99.404991E-06,+199.502313168E-03
