x-axis,1,2
second,Volt,Volt
-24.8690000E-03,,
-24.8682000E-03,,
-24.8674000E-03,,
-24.8666000E-03,,
-24.8658000E-03,,
-24.8650000E-03,,
-24.8642000E-03,,
-24.8634000E-03,,
-24.8626000E-03,,
-24.8618000E-03,,
-24.8610000E-03,,
-24.8602000E-03,,
-24.8594000E-03,,
-24.8586000E-03,,
-24.8578000E-03,,
-24.8570000E-03,,
-24.8562000E-03,,
-24.8554000E-03,,
-24.8546000E-03,,
-24.8538000E-03,,
-24.8530000E-03,,
-24.8522000E-03,,
-24.8514000E-03,,
-24.8506000E-03,,
-24.8498000E-03,,
-24.8490000E-03,,
-24.8482000E-03,,
-24.8474000E-03,,
-24.8466000E-03,,
-24.8458000E-03,,
-24.8450000E-03,,
-24.8442000E-03,,
-24.8434000E-03,-34.4409602E-03,-1.4459796E-03
-24.8426000E-03,-33.9384476E-03,-1.1193465E-03
-24.8418000E-03,-36.1997541E-03,-1.5716078E-03
-24.8410000E-03,-36.1997541E-03,-1.7474872E-03
-24.8402000E-03,-34.4409602E-03,-1.7977384E-03
-24.8394000E-03,-33.9384476E-03,-1.3957284E-03
-24.8386000E-03,-36.1997541E-03,-1.3454771E-03
-24.8378000E-03,-37.9585481E-03,-1.7474872E-03
-24.8370000E-03,-38.4610606E-03,-1.7977384E-03
-24.8362000E-03,-34.4409602E-03,-1.7474872E-03
-24.8354000E-03,-33.9384476E-03,-1.7977384E-03
-24.8346000E-03,-36.1997541E-03,-1.5716078E-03
-24.8338000E-03,-36.1997541E-03,-1.7474872E-03
-24.8330000E-03,-36.1997541E-03,-1.6218590E-03
-24.8322000E-03,-36.1997541E-03,-1.3454771E-03
-24.8314000E-03,-36.1997541E-03,-1.5716078E-03
-24.8306000E-03,-36.1997541E-03,-1.2198490E-03
-24.8298000E-03,-36.1997541E-03,-1.2952259E-03
-24.8290000E-03,-36.1997541E-03,-1.9736178E-03
-24.8282000E-03,-34.4409602E-03,-1.6218590E-03
-24.8274000E-03,-33.9384476E-03,-1.5213565E-03
-24.8266000E-03,-36.1997541E-03,-1.9736178E-03
-24.8258000E-03,-36.1997541E-03,-1.9736178E-03
-24.8250000E-03,-37.9585481E-03,-1.7977384E-03
-24.8242000E-03,-40.2198546E-03,-1.7474872E-03
-24.8234000E-03,-36.7022667E-03,-1.7977384E-03
-24.8226000E-03,-33.9384476E-03,-1.5716078E-03
-24.8218000E-03,-36.1997541E-03,-1.5716078E-03
-24.8210000E-03,-36.1997541E-03,-1.5716078E-03
