x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-1.2600000E-03,-4.4748742837E+00,+7.4685929E-03,-2.0087940E-03,-197.5879390E-03
-1.2596000E-03,-4.3115576995E+00,+7.2801507E-03,-2.5866834E-03,-193.9447229E-03
-1.2592000E-03,-4.4748742837E+00,+9.1017587E-03,-4.1193467E-03,-197.2110546E-03
-1.2588000E-03,-4.4937185049E+00,+7.4685929E-03,-2.0841708E-03,-190.3015069E-03
-1.2584000E-03,-4.3115576995E+00,+7.2801507E-03,-2.5866834E-03,-196.8341701E-03
-1.2580000E-03,-4.6570350891E+00,+9.1017587E-03,-2.6620603E-03,-197.5879390E-03
-1.2576000E-03,-4.5125627262E+00,+7.4685929E-03,-2.6620603E-03,-197.5879390E-03
-1.2572000E-03,-4.3115576995E+00,+5.4585426E-03,-476.1307E-06,-193.9447229E-03
-1.2568000E-03,-4.2927134782E+00,+7.0917085E-03,-1.7072864E-03,-193.5678385E-03
-1.2564000E-03,-4.4748742837E+00,+7.2801507E-03,-3.3153266E-03,-197.2110546E-03
-1.2560000E-03,-4.6758793104E+00,+9.1017587E-03,-2.7374372E-03,-193.9447229E-03
-1.2556000E-03,-4.5125627262E+00,+7.4685929E-03,-4.8479899E-03,-193.5678385E-03
-1.2552000E-03,-4.3115576995E+00,+7.2801507E-03,-2.1595477E-03,-193.5678385E-03
-1.2548000E-03,-4.2927134782E+00,+7.2801507E-03,-4.7726130E-03,-197.2110546E-03
-1.2544000E-03,-4.2927134782E+00,+9.1017587E-03,-4.3454774E-03,-193.9447229E-03
-1.2540000E-03,-4.4748742837E+00,+7.4685929E-03,-3.5414573E-03,-193.5678385E-03
-1.2536000E-03,-4.4937185049E+00,+9.1017587E-03,-2.7374372E-03,-197.2110546E-03
-1.2532000E-03,-4.4937185049E+00,+9.2902009E-03,-4.8479899E-03,-193.9447229E-03
-1.2528000E-03,-4.4937185049E+00,+7.4685929E-03,-2.8881909E-03,-197.2110546E-03
-1.2524000E-03,-4.4937185049E+00,+7.2801507E-03,-2.6620603E-03,-197.5879390E-03
-1.2520000E-03,-4.6758793104E+00,+7.2801507E-03,-2.6620603E-03,-197.5879390E-03
-1.2516000E-03,-4.5125627262E+00,+10.9233667E-03,-4.1193467E-03,-193.9447229E-03
-1.2512000E-03,-4.4937185049E+00,+7.6570351E-03,-4.2701005E-03,-197.2110546E-03
-1.2508000E-03,-4.4937185049E+00,+9.1017587E-03,-2.8128141E-03,-193.9447229E-03
-1.2504000E-03,-4.3115576995E+00,+9.2902009E-03,-2.6620603E-03,-197.2110546E-03
-1.2500000E-03,-4.2927134782E+00,+7.4685929E-03,-3.3907035E-03,-193.9447229E-03
-1.2496000E-03,-4.2927134782E+00,+9.1017587E-03,-551.5075E-06,-193.5678385E-03
-1.2492000E-03,-4.1105526728E+00,+9.2902009E-03,-2.4359296E-03,-193.5678385E-03
-1.2488000E-03,-4.4560300624E+00,+5.6469848E-03,-3.3907035E-03,-193.5678385E-03
-1.2484000E-03,-4.4937185049E+00,+7.0917085E-03,-1.2801508E-03,-193.5678385E-03
-1.2480000E-03,-4.4937185049E+00,+9.1017587E-03,-3.2399497E-03,-193.5678385E-03
-1.2476000E-03,-4.3115576995E+00,+7.4685929E-03,-3.4660804E-03,-197.2110546E-03
-1.2472000E-03,-4.2927134782E+00,+5.4585426E-03,-2.0087940E-03,-197.5879390E-03
-1.2468000E-03,-4.2927134782E+00,+8.9133165E-03,-1.8580402E-03,-197.5879390E-03
-1.2464000E-03,-4.4748742837E+00,+7.4685929E-03,-1.8580402E-03,-193.9447229E-03
-1.2460000E-03,-4.3115576995E+00,+10.9233667E-03,-1.1293970E-03,-193.5678385E-03
-1.2456000E-03,-4.4748742837E+00,+7.6570351E-03,-3.2399497E-03,-197.2110546E-03
-1.2452000E-03,-4.4937185049E+00,+7.2801507E-03,-2.7374372E-03,-193.9447229E-03
-1.2448000E-03,-4.4937185049E+00,+5.4585426E-03,-3.3907035E-03,-197.2110546E-03
-1.2444000E-03,-4.3115576995E+00,+8.9133165E-03,-3.4660804E-03,-197.5879390E-03
-1.2440000E-03,-4.4748742837E+00,+5.6469848E-03,-3.4660804E-03,-193.9447229E-03
-1.2436000E-03,-4.4937185049E+00,+7.0917085E-03,-2.0087940E-03,-193.5678385E-03
-1.2432000E-03,-4.4937185049E+00,+7.2801507E-03,-3.3153266E-03,-197.2110546E-03
-1.2428000E-03,-4.4937185049E+00,+7.2801507E-03,-4.9233668E-03,-193.9447229E-03
-1.2424000E-03,-4.4937185049E+00,+9.1017587E-03,-3.6168341E-03,-197.2110546E-03
-1.2420000E-03,-4.3115576995E+00,+9.2902009E-03,-4.9233668E-03,-193.9447229E-03
-1.2416000E-03,-4.4748742837E+00,+7.4685929E-03,-4.3454774E-03,-197.2110546E-03
