ShelvingIntensityAverageAmp10,ShelvingIntensityUncertaintyAmp10
0.05912917687725239,0.007846450355129346
0.019939021311380922,0.01384412241346538
0.03031136448090055,0.00619479005824047
0.035360321307235154,0.010637301557601193
0.03031608235140837,0.011131721473321195
0.09450146255040481,0.022908136442552834
0.03701033550048222,0.017181301115579754
0.09634970546552896,0.012299954743001997
0.03867958185650888,0.00743713591209978
0.0387731419922106,0.014261940692867054
0.0943825589046084,0.030021028587284546
0.0889760290190505,0.012476839656167546
0.11052769688941472,0.016773545870984317
0.08710649504973189,0.01922527116237142
0.11258056842453329,0.014359068860258586
0.1336337675007106,0.010389094338403206
0.11354230144760608,0.011289966008689917
0.18567631097447174,0.033013851005604694
0.17645310484195242,0.0052801257063981874
0.18271958360119317,0.013224268745294084
0.18551151819561357,0.013470512249981114
0.23055090110137516,0.020119206556566266
0.28772023544705044,0.018171785087195427
0.2932962433127191,0.01719908818179623
0.2906816841183667,0.021347516444123395
0.32417249125697634,0.017109734188561068
0.40451603805833214,0.015621834927109854
0.38707508867427254,0.01310011244865285
0.41558390551218427,0.011221335741500181
0.38027253774601744,0.02596499739393001
0.39940286634319583,0.01173039819348375
0.3873188862032636,0.005236530953147618
0.4189989386274603,0.02971948450730639
0.4218212485221115,0.01465548476931198
0.36388018078482026,0.011100466656661616
0.329212945589576,0.027355033868290055
0.3445993450711792,0.004695164732674086
0.3850471953264422,0.02932224501306977
0.31935930961052167,0.005986698674023816
0.3787312139241752,0.038501341827152424
0.40927131916546633,0.0173012317389002
0.3625976680314223,0.011757893333630205
0.4555544848125067,0.013289041052426996
0.43374157371688227,0.017994942179201223
0.4445294717930351,0.012175147100992018
0.4801396708445764,0.019251500934230743
0.5404046214887536,0.02336489123775886
0.5472500361277248,0.006561701827198626
0.5335703378522066,0.014412390985014067
0.4783591177957138,0.004360103342777405
0.6171136727785721,0.01747951709320414
0.5218243281784709,0.03558727590507479
0.4892611878312408,0.027175188905449236
0.4456481739272512,0.025475394360071145
0.3790886352425976,0.030855189647269052
0.42962926419873276,0.023974909076961464
0.3933664318297725,0.017133467057302315
0.4197454796790548,0.012315178109104288
0.3832160654123599,0.01730325541794646
0.3787956343365816,0.027177125612184428
0.4014841394803182,0.021725042962410075
0.4356375429633305,0.011897480893242865
0.46088822508263283,0.02391598597710604
0.45912166975542096,0.011022091475905008
0.4500053970119611,0.005794820280222967
0.5050138437503772,0.016764060409476665
0.4969246510467296,0.02614938405145003
0.46019637108203426,0.03132535547196896
0.5638961396963118,0.019004916778567936
0.4587508897042212,0.03145196066038281
0.43280632709671385,0.010142709989789207
0.4203340179437236,0.02357632052075497
0.35744498637332783,0.0190619854459244
0.3178899135292784,0.005255532981606918
0.28388089442114073,0.02082416658912496
0.23047109421457163,0.01574258746375303
0.22629892523685224,0.017456501184483292
0.20832313878545455,0.021984033436656367
0.1782487386579653,0.019582937939650744
0.15130113834733444,0.021778391001422072
0.07562944788438414,0.023740287631478247
0.11132278321488154,0.02197632940867016
0.09831299198443882,0.016708103998144284
0.08460795393637316,0.01973680630854605
0.10322990289978601,0.006792163974060398
0.11949647595100904,0.01296507524072564
0.07216482513992578,0.010028217868567479
0.0831376935371454,0.009709502208180306
0.08562181911158961,0.012391078869602761
0.005766091671421891,0.022694080973644313
0.03544309683824787,0.018684374637087418
0.021059729903456448,0.018263949033337227
0.05878641404512158,0.013008870217511757
0.02336208026577752,0.010918475254323726
0.050485421352968185,0.012111816593622869
0.02989175213601636,0.015181259467306725
0.024805529202461374,0.01761006931560744
0.06284315317821337,0.008297522921165253
0.04945609506895954,0.015578605791495162
