Machine Module,N9322C,CN0743A505
+3.496608696e+08,-5.898053741e+01,
+3.496652174e+08,-2.238521576e+01,
+3.496695652e+08,-2.221138382e+01,
+3.496739130e+08,-2.184865189e+01,
+3.496782609e+08,-2.129793549e+01,
+3.496826087e+08,-5.803161621e+01,
+3.496869565e+08,-2.101634979e+01,
+3.496913043e+08,-2.826419830e+01,
+3.496956522e+08,-2.140436172e+01,
+3.497000000e+08,-2.219855118e+01,
+3.497043478e+08,-5.945862579e+01,
+3.497086957e+08,-2.209893417e+01,
+3.497130435e+08,-4.297117615e+01,
+3.497173913e+08,-2.134978485e+01,
+3.497217391e+08,-2.096955872e+01,
+3.497260870e+08,-5.916270447e+01,
+3.497304348e+08,-2.165850067e+01,
+3.497347826e+08,-5.908885193e+01,
+3.497391304e+08,-2.227436829e+01,
+3.497434783e+08,-2.153893661e+01,
+3.497478261e+08,-5.927021027e+01,
+3.497521739e+08,-2.091050720e+01,
+3.497565217e+08,-5.934361267e+01,
+3.497608696e+08,-2.159291840e+01,
+3.497652174e+08,-2.250105667e+01,
+3.497695652e+08,-6.071945953e+01,
+3.497739130e+08,-2.133906937e+01,
+3.497782609e+08,-5.550779724e+01,
+3.497826087e+08,-2.087273788e+01,
+3.497869565e+08,-2.209550476e+01,
+3.497913043e+08,-5.726660919e+01,
+3.497956522e+08,-2.200185776e+01,
+3.498000000e+08,-5.964722443e+01,
+3.498043478e+08,-2.087926483e+01,
+3.498086957e+08,-2.157899857e+01,
+3.498130435e+08,-4.210398865e+01,
+3.498173913e+08,-2.248031235e+01,
+3.498217391e+08,-5.757769012e+01,
+3.498260870e+08,-2.090032196e+01,
+3.498304348e+08,-2.163344574e+01,
+3.498347826e+08,-2.798823547e+01,
+3.498391304e+08,-2.237538910e+01,
+3.498434783e+08,-5.668256378e+01,
+3.498478261e+08,-2.087648773e+01,
+3.498521739e+08,-2.187455368e+01,
+3.498565217e+08,-2.256059647e+01,
+3.498608696e+08,-2.204690933e+01,
+3.498652174e+08,-5.740448761e+01,
+3.498695652e+08,-2.082224274e+01,
+3.498739130e+08,-2.506021881e+01,
+3.498782609e+08,-2.206386948e+01,
+3.498826087e+08,-2.166787338e+01,
+3.498869565e+08,-5.727137756e+01,
+3.498913043e+08,-2.100182724e+01,
+3.498956522e+08,-3.680321503e+01,
+3.499000000e+08,-2.242157364e+01,
+3.499043478e+08,-2.101228714e+01,
+3.499086957e+08,-5.661237335e+01,
+3.499130435e+08,-2.192015839e+01,
+3.499173913e+08,-5.239363861e+01,
+3.499217391e+08,-2.166183090e+01,
+3.499260870e+08,-2.117356110e+01,
+3.499304348e+08,-5.828013611e+01,
+3.499347826e+08,-2.229179001e+01,
+3.499391304e+08,-5.825574493e+01,
+3.499434783e+08,-2.095294189e+01,
+3.499478261e+08,-2.234453201e+01,
+3.499521739e+08,-5.924008179e+01,
+3.499565217e+08,-2.102928162e+01,
+3.499608696e+08,-5.832826996e+01,
+3.499652174e+08,-2.203779221e+01,
+3.499695652e+08,-2.135580826e+01,
+3.499739130e+08,-5.865198517e+01,
+3.499782609e+08,-2.166221619e+01,
+3.499826087e+08,-5.892623901e+01,
+3.499869565e+08,-2.161821365e+01,
+3.499913043e+08,-2.145974350e+01,
+3.499956522e+08,-5.244517517e+01,
+3.500000000e+08,-2.166656113e+01,
+3.500043478e+08,-5.985894012e+01,
+3.500086957e+08,-2.148765945e+01,
+3.500130435e+08,-2.170798492e+01,
+3.500173913e+08,-3.359760284e+01,
+3.500217391e+08,-2.153939438e+01,
+3.500260870e+08,-5.861858368e+01,
+3.500304348e+08,-2.154689407e+01,
+3.500347826e+08,-2.170825577e+01,
+3.500391304e+08,-2.363996124e+01,
+3.500434783e+08,-2.129492569e+01,
+3.500478261e+08,-5.973282623e+01,
+3.500521739e+08,-2.197254181e+01,
+3.500565217e+08,-2.167076111e+01,
+3.500608696e+08,-2.106519699e+01,
+3.500652174e+08,-2.234363556e+01,
+3.500695652e+08,-5.778723145e+01,
+3.500739130e+08,-2.096062469e+01,
+3.500782609e+08,-3.047868347e+01,
+3.500826087e+08,-2.235995865e+01,
+3.500869565e+08,-2.118751526e+01,
+3.500913043e+08,-5.771436310e+01,
+3.500956522e+08,-2.155225372e+01,
+3.501000000e+08,-4.482145691e+01,
+3.501043478e+08,-2.210600662e+01,
+3.501086957e+08,-2.076942062e+01,
+3.501130435e+08,-5.873241425e+01,
+3.501173913e+08,-2.254549026e+01,
+3.501217391e+08,-5.664677429e+01,
+3.501260870e+08,-2.109653091e+01,
+3.501304348e+08,-2.135301208e+01,
+3.501347826e+08,-5.854981232e+01,
+3.501391304e+08,-2.256368256e+01,
+3.501434783e+08,-5.748801422e+01,
+3.501478261e+08,-2.073344421e+01,
+3.501521739e+08,-2.186694336e+01,
+3.501565217e+08,-5.822184753e+01,
+3.501608696e+08,-2.215076065e+01,
+3.501652174e+08,-6.029393768e+01,
+3.501695652e+08,-2.072347641e+01,
+3.501739130e+08,-2.188768387e+01,
+3.501782609e+08,-5.908480835e+01,
+3.501826087e+08,-2.220384598e+01,
+3.501869565e+08,-5.916506958e+01,
+3.501913043e+08,-2.061032867e+01,
+3.501956522e+08,-2.166687775e+01,
+3.502000000e+08,-4.122402191e+01,
+3.502043478e+08,-2.253244019e+01,
+3.502086957e+08,-5.681262970e+01,
+3.502130435e+08,-2.084267426e+01,
+3.502173913e+08,-2.100522614e+01,
+3.502217391e+08,-2.636573792e+01,
+3.502260870e+08,-2.255590439e+01,
+3.502304348e+08,-5.843457794e+01,
+3.502347826e+08,-2.191096878e+01,
+3.502391304e+08,-2.067911148e+01,
+3.502434783e+08,-2.108336639e+01,
+3.502478261e+08,-2.140987396e+01,
+3.502521739e+08,-6.035431671e+01,
+3.502565217e+08,-2.250137329e+01,
+3.502608696e+08,-2.535069275e+01,
+3.502652174e+08,-2.162361145e+01,
+3.502695652e+08,-2.077051544e+01,
+3.502739130e+08,-5.956829071e+01,
+3.502782609e+08,-2.131895065e+01,
+3.502826087e+08,-3.816548157e+01,
+3.502869565e+08,-2.237868500e+01,
+3.502913043e+08,-2.196248245e+01,
+3.502956522e+08,-5.815238190e+01,
+3.503000000e+08,-2.119174194e+01,
+3.503043478e+08,-5.023980713e+01,
+3.503086957e+08,-2.100032806e+01,
+3.503130435e+08,-2.151224518e+01,
+3.503173913e+08,-5.931620026e+01,
+3.503217391e+08,-2.194548416e+01,
+3.503260870e+08,-5.880110931e+01,
+3.503304348e+08,-2.202997589e+01,
+3.503347826e+08,-2.167975235e+01,
+3.503391304e+08,-5.998381042e+01,
+3.503434783e+08,-2.130223083e+01,
+3.503478261e+08,-5.883470154e+01,
+3.503521739e+08,-2.133827209e+01,
+3.503565217e+08,-2.146817017e+01,
+3.503608696e+08,-6.060850525e+01,
+3.503652174e+08,-2.154120255e+01,
+3.503695652e+08,-6.058145905e+01,
+3.503739130e+08,-2.167848587e+01,
+3.503782609e+08,-2.184947205e+01,
+3.503826087e+08,-4.840769196e+01,
+3.503869565e+08,-2.207392883e+01,
+3.503913043e+08,-5.805052185e+01,
+3.503956522e+08,-2.201959991e+01,
+3.504000000e+08,-2.191810608e+01,
+3.504043478e+08,-3.230802155e+01,
+3.504086957e+08,-2.146448517e+01,
+3.504130435e+08,-5.678846741e+01,
+3.504173913e+08,-2.098508835e+01,
+3.504217391e+08,-2.070564270e+01,
+3.504260870e+08,-2.211875153e+01,
+3.504304348e+08,-2.038528442e+01,
+3.504347826e+08,-5.954950714e+01,
+3.504391304e+08,-2.045198059e+01,
+3.504434783e+08,-2.166193008e+01,
+3.504478261e+08,-2.060906982e+01,
+3.504521739e+08,-2.105559158e+01,
+3.504565217e+08,-6.029969788e+01,
+3.504608696e+08,-2.154637146e+01,
+3.504652174e+08,-3.166892242e+01,
+3.504695652e+08,-2.226583862e+01,
+3.504739130e+08,-2.314982224e+01,
+3.504782609e+08,-5.679827881e+01,
+3.504826087e+08,-2.405409241e+01,
+3.504869565e+08,-5.323905945e+01,
+3.504913043e+08,-2.523153687e+01,
+3.504956522e+08,-2.614631653e+01,
+3.505000000e+08,-5.758796692e+01,
+3.505043478e+08,-2.764187622e+01,
+3.505086957e+08,-5.881460571e+01,
+3.505130435e+08,-2.880931854e+01,
+3.505173913e+08,-3.053430176e+01,
+3.505217391e+08,-6.259115601e+01,
+3.505260870e+08,-3.184444427e+01,
+3.505304348e+08,-5.981236267e+01,
+3.505347826e+08,-3.285182953e+01,
+3.505391304e+08,-3.466217041e+01,
+3.505434783e+08,-6.022466278e+01,
+3.505478261e+08,-3.669605255e+01,
+3.505521739e+08,-6.035191345e+01,
+3.505565217e+08,-3.844117737e+01,
+3.505608696e+08,-4.065660095e+01,
+3.505652174e+08,-5.780154419e+01,
+3.505695652e+08,-4.255055237e+01,
+3.505739130e+08,-6.064639282e+01,
+3.505782609e+08,-4.559971619e+01,
+3.505826087e+08,-4.948844910e+01,
+3.505869565e+08,-5.646395111e+01,
+3.505913043e+08,-5.265491486e+01,
+3.505956522e+08,-5.995915222e+01,
+3.506000000e+08,-5.525676727e+01,
+3.506043478e+08,-5.409595490e+01,
+3.506086957e+08,-5.823384094e+01,
+3.506130435e+08,-5.865688324e+01,
+3.506173913e+08,-5.766495514e+01,
+3.506217391e+08,-5.153192902e+01,
+3.506260870e+08,-4.708636475e+01,
+3.506304348e+08,-4.757135010e+01,
+3.506347826e+08,-4.698686981e+01,
+3.506391304e+08,-5.782268524e+01,
+3.506434783e+08,-4.441007233e+01,
+3.506478261e+08,-4.844600677e+01,
+3.506521739e+08,-4.371464539e+01,
+3.506565217e+08,-4.275410461e+01,
+3.506608696e+08,-5.896335602e+01,
+3.506652174e+08,-4.268217468e+01,
+3.506695652e+08,-5.826470184e+01,
+3.506739130e+08,-4.204349518e+01,
+3.506782609e+08,-4.082692719e+01,
+3.506826087e+08,-5.981282806e+01,
+3.506869565e+08,-4.222759247e+01,
+3.506913043e+08,-5.938822174e+01,
+3.506956522e+08,-4.086748505e+01,
+3.507000000e+08,-3.985926819e+01,
+3.507043478e+08,-6.261470795e+01,
+3.507086957e+08,-4.020149994e+01,
+3.507130435e+08,-6.085781097e+01,
+3.507173913e+08,-4.030372620e+01,
+3.507217391e+08,-4.070262146e+01,
+3.507260870e+08,-5.823638153e+01,
+3.507304348e+08,-3.997219849e+01,
+3.507347826e+08,-5.711524963e+01,
+3.507391304e+08,-3.968726349e+01,
+3.507434783e+08,-3.964108276e+01,
+3.507478261e+08,-5.907923889e+01,
+3.507521739e+08,-4.027317047e+01,
+3.507565217e+08,-5.743832397e+01,
+3.507608696e+08,-3.979604340e+01,
+3.507652174e+08,-3.889819336e+01,
+3.507695652e+08,-5.682485199e+01,
+3.507739130e+08,-3.984434509e+01,
+3.507782609e+08,-5.882866669e+01,
+3.507826087e+08,-3.962208557e+01,
+3.507869565e+08,-4.037401581e+01,
+3.507913043e+08,-4.935603333e+01,
+3.507956522e+08,-4.047345734e+01,
+3.508000000e+08,-5.666583252e+01,
+3.508043478e+08,-4.022927856e+01,
+3.508086957e+08,-4.024717712e+01,
+3.508130435e+08,-4.140032959e+01,
+3.508173913e+08,-4.019805145e+01,
+3.508217391e+08,-6.018282318e+01,
+3.508260870e+08,-4.124330902e+01,
+3.508304348e+08,-4.380474854e+01,
+3.508347826e+08,-4.209400940e+01,
+3.508391304e+08,-4.244450378e+01,
+3.508434783e+08,-6.074787140e+01,
+3.508478261e+08,-4.234358215e+01,
+3.508521739e+08,-5.128187561e+01,
+3.508565217e+08,-4.335906982e+01,
+3.508608696e+08,-4.420120239e+01,
+3.508652174e+08,-6.101127625e+01,
+3.508695652e+08,-4.373543549e+01,
+3.508739130e+08,-5.580767822e+01,
+3.508782609e+08,-4.306497955e+01,
+3.508826087e+08,-4.313999176e+01,
+3.508869565e+08,-5.631975555e+01,
+3.508913043e+08,-4.382543945e+01,
+3.508956522e+08,-6.310792542e+01,
+3.509000000e+08,-4.374856567e+01,
+3.509043478e+08,-4.409551239e+01,
+3.509086957e+08,-5.618952179e+01,
+3.509130435e+08,-4.812902069e+01,
+3.509173913e+08,-5.884655762e+01,
+3.509217391e+08,-4.685830688e+01,
+3.509260870e+08,-4.599477386e+01,
+3.509304348e+08,-5.798395538e+01,
+3.509347826e+08,-4.765798187e+01,
+3.509391304e+08,-6.006510925e+01,
+3.509434783e+08,-5.111846161e+01,
+3.509478261e+08,-5.276536560e+01,
+3.509521739e+08,-6.122822571e+01,
+3.509565217e+08,-5.940013885e+01,
+3.509608696e+08,-6.041278076e+01,
+3.509652174e+08,-5.382814026e+01,
+3.509695652e+08,-5.743313599e+01,
+3.509739130e+08,-6.038418579e+01,
+3.509782609e+08,-5.788106537e+01,
+3.509826087e+08,-5.865406036e+01,
+3.509869565e+08,-5.887670135e+01,
+3.509913043e+08,-6.158034515e+01,
+3.509956522e+08,-6.112622833e+01,
+3.510000000e+08,-5.841572571e+01,
