x-axis,1,2
second,Volt,Volt
-10.58000E+00,-240.88E-03,+192.12E-03
-10.56000E+00,-256.50E-03,+189.62E-03
-10.54000E+00,-256.50E-03,+189.62E-03
-10.52000E+00,-287.75E-03,+187.75E-03
-10.50000E+00,-256.50E-03,+189.62E-03
-10.48000E+00,-272.13E-03,+188.37E-03
-10.46000E+00,-272.13E-03,+192.75E-03
-10.44000E+00,-272.13E-03,+190.25E-03
-10.42000E+00,-303.38E-03,+189.62E-03
-10.40000E+00,-287.75E-03,+189.62E-03
-10.38000E+00,-272.13E-03,+190.87E-03
-10.36000E+00,-287.75E-03,+192.75E-03
-10.34000E+00,-287.75E-03,+190.87E-03
-10.32000E+00,-287.75E-03,+190.87E-03
-10.30000E+00,-256.50E-03,+190.87E-03
-10.28000E+00,-272.13E-03,+190.87E-03
-10.26000E+00,-272.13E-03,+190.25E-03
-10.24000E+00,-272.13E-03,+190.87E-03
-10.22000E+00,-272.13E-03,+190.25E-03
-10.20000E+00,-272.13E-03,+192.12E-03
-10.18000E+00,-287.75E-03,+192.75E-03
-10.16000E+00,-256.50E-03,+190.25E-03
-10.14000E+00,-303.38E-03,+189.00E-03
-10.12000E+00,-303.38E-03,+189.62E-03
-10.10000E+00,-272.13E-03,+190.87E-03
-10.08000E+00,-272.13E-03,+189.62E-03
-10.06000E+00,-319.00E-03,+190.25E-03
-10.04000E+00,-319.00E-03,+190.87E-03
-10.02000E+00,-303.38E-03,+192.75E-03
-10.00000E+00,-303.38E-03,+192.75E-03
-9.98000E+00,-303.38E-03,+190.25E-03
-9.96000E+00,-287.75E-03,+190.87E-03
-9.94000E+00,-319.00E-03,+191.50E-03
-9.92000E+00,-319.00E-03,+191.50E-03
-9.90000E+00,-319.00E-03,+192.75E-03
-9.88000E+00,-319.00E-03,+192.12E-03
-9.86000E+00,-319.00E-03,+190.25E-03
-9.84000E+00,-303.38E-03,+189.62E-03
-9.82000E+00,-350.25E-03,+190.25E-03
-9.80000E+00,-334.63E-03,+190.25E-03
-9.78000E+00,-334.63E-03,+191.50E-03
-9.76000E+00,-303.38E-03,+189.62E-03
-9.74000E+00,-334.63E-03,+192.75E-03
-9.72000E+00,-319.00E-03,+189.62E-03
-9.70000E+00,-334.63E-03,+189.00E-03
-9.68000E+00,-334.63E-03,+191.50E-03
-9.66000E+00,-303.38E-03,+189.62E-03
-9.64000E+00,-319.00E-03,+189.00E-03
-9.62000E+00,-319.00E-03,+191.50E-03
-9.60000E+00,-319.00E-03,+190.25E-03
-9.58000E+00,-334.63E-03,+189.62E-03
