x-axis,1,2,3
second,Volt,Volt,Volt
-1.25451200E+00,-26.53266148E+00,+85.80399E-03,-57.41204E-03
-1.25448000E+00,-25.08793783E+00,+94.59796E-03,-102.63817E-03
-1.25444800E+00,-25.65326448E+00,+80.15073E-03,-195.60300E-03
-1.25441600E+00,-27.09798813E+00,+80.15073E-03,-115.20099E-03
-1.25438400E+00,-27.09798813E+00,+80.15073E-03,-34.79898E-03
-1.25435200E+00,-27.09798813E+00,+80.15073E-03,-22.23616E-03
-1.25432000E+00,-26.53266148E+00,+74.49746E-03,-160.42712E-03
-1.25428800E+00,-25.08793783E+00,+71.35676E-03,-195.60300E-03
-1.25425600E+00,-25.08793783E+00,+94.59796E-03,-115.20099E-03
-1.25422400E+00,-25.08793783E+00,+80.15073E-03,-34.79898E-03
-1.25419200E+00,-25.08793783E+00,+91.45726E-03,-22.23616E-03
-1.25416000E+00,-25.65326448E+00,+109.04520E-03,-115.20099E-03
-1.25412800E+00,-25.96733484E+00,+74.49746E-03,-57.41204E-03
