x-axis,1,2,3
second,Volt,Volt,Volt
-1.28400000E+00,-23.64321418E+00,+94.59796E-03,-35.48744E-03
-1.28396800E+00,-23.07788754E+00,+85.80399E-03,+17.27638E-03
-1.28393600E+00,-24.52261119E+00,+80.15073E-03,-64.38191E-03
-1.28390400E+00,-23.64321418E+00,+80.15073E-03,-51.81910E-03
-1.28387200E+00,-24.52261119E+00,+80.15073E-03,-311.56E-06
-1.28384000E+00,-25.08793783E+00,+65.70349E-03,+10.99497E-03
-1.28380800E+00,-25.08793783E+00,+74.49746E-03,-46.79397E-03
-1.28377600E+00,-23.64321418E+00,+65.70349E-03,+17.27638E-03
-1.28374400E+00,-23.07788754E+00,+88.94470E-03,-6.59296E-03
-1.28371200E+00,-24.52261119E+00,+71.35676E-03,-29.20603E-03
-1.28368000E+00,-25.08793783E+00,+88.94470E-03,-58.10050E-03
-1.28364800E+00,-25.08793783E+00,+85.80399E-03,+17.27638E-03
-1.28361600E+00,-25.08793783E+00,+80.15073E-03,-6.59296E-03
-1.28358400E+00,-25.08793783E+00,+80.15073E-03,-311.56E-06
-1.28355200E+00,-23.64321418E+00,+80.15073E-03,+68.78392E-03
-1.28352000E+00,-24.52261119E+00,+94.59796E-03,+33.60804E-03
-1.28348800E+00,-23.64321418E+00,+85.80399E-03,-46.79397E-03
-1.28345600E+00,-23.07788754E+00,+80.15073E-03,-98.30151E-03
-1.28342400E+00,-23.07788754E+00,+80.15073E-03,-51.81910E-03
-1.28339200E+00,-23.07788754E+00,+65.70349E-03,-311.56E-06
-1.28336000E+00,-23.07788754E+00,+74.49746E-03,-46.79397E-03
-1.28332800E+00,-24.52261119E+00,+80.15073E-03,-11.61809E-03
-1.28329600E+00,-25.08793783E+00,+80.15073E-03,-46.79397E-03
-1.28326400E+00,-25.08793783E+00,+65.70349E-03,+17.27638E-03
-1.28323200E+00,-23.64321418E+00,+74.49746E-03,+51.19598E-03
-1.28320000E+00,-24.52261119E+00,+94.59796E-03,+51.19598E-03
-1.28316800E+00,-25.08793783E+00,+85.80399E-03,-93.27638E-03
-1.28313600E+00,-25.08793783E+00,+80.15073E-03,-5.33668E-03
-1.28310400E+00,-25.08793783E+00,+80.15073E-03,+80.09045E-03
-1.28307200E+00,-25.08793783E+00,+80.15073E-03,+33.60804E-03
-1.28304000E+00,-25.08793783E+00,+80.15073E-03,+10.99497E-03
-1.28300800E+00,-25.08793783E+00,+94.59796E-03,-17.89950E-03
-1.28297600E+00,-23.64321418E+00,+71.35676E-03,+28.58291E-03
-1.28294400E+00,-23.07788754E+00,+74.49746E-03,+80.09045E-03
-1.28291200E+00,-24.52261119E+00,+94.59796E-03,-53.07538E-03
-1.28288000E+00,-25.08793783E+00,+100.25123E-03,+34.86432E-03
-1.28284800E+00,-23.64321418E+00,+100.25123E-03,+33.60804E-03
-1.28281600E+00,-23.07788754E+00,+85.80399E-03,-75.68844E-03
-1.28278400E+00,-23.07788754E+00,+94.59796E-03,+34.86432E-03
-1.28275200E+00,-24.52261119E+00,+100.25123E-03,-24.18090E-03
-1.28272000E+00,-25.08793783E+00,+85.80399E-03,+17.27638E-03
-1.28268800E+00,-23.64321418E+00,+109.04520E-03,+22.30151E-03
-1.28265600E+00,-24.52261119E+00,+91.45726E-03,-104.58291E-03
-1.28262400E+00,-25.08793783E+00,+94.59796E-03,-34.23116E-03
-1.28259200E+00,-25.08793783E+00,+100.25123E-03,-17.89950E-03
-1.28256000E+00,-25.08793783E+00,+85.80399E-03,-86.99497E-03
-1.28252800E+00,-23.64321418E+00,+65.70349E-03,-138.50251E-03
-1.28249600E+00,-24.52261119E+00,+74.49746E-03,-5.33668E-03
-1.28246400E+00,-23.64321418E+00,+65.70349E-03,+51.19598E-03
-1.28243200E+00,-23.07788754E+00,+60.05022E-03,+22.30151E-03
-1.28240000E+00,-23.07788754E+00,+74.49746E-03,+39.88945E-03
-1.28236800E+00,-24.52261119E+00,+80.15073E-03,+80.09045E-03
-1.28233600E+00,-23.64321418E+00,+94.59796E-03,+33.60804E-03
-1.28230400E+00,-24.52261119E+00,+100.25123E-03,+39.88945E-03
-1.28227200E+00,-25.08793783E+00,+85.80399E-03,+80.09045E-03
-1.28224000E+00,-25.08793783E+00,+94.59796E-03,+4.71357E-03
