Time,Channel A,Channel B
(s),(V),(mV)

0.61950003,0.39539780,21.53996000
0.62000003,0.39771720,21.53996000
0.62050003,0.39655750,21.25309000
0.62100003,0.39655750,21.36601000
0.62150003,0.39539780,23.04147000
0.62200003,0.39655750,24.07910000
0.62250003,0.39655750,22.11676000
0.62300003,0.39655750,21.02115000
0.62350003,0.39539780,23.27036000
0.62400003,0.39539780,20.90518000
0.62450003,0.39423810,22.46467000
0.62500003,0.39539780,22.23273000
0.62550003,0.39655750,21.02115000
0.62600003,0.39539780,20.09644000
0.62650003,0.39539780,20.61831000
0.62700003,0.39655750,22.23273000
0.62750003,0.39423810,21.25309000
0.62800003,0.39539780,22.63558000
0.62850003,0.39539780,22.17475000
0.62900003,0.39539780,24.07910000
0.62950003,0.39655750,22.46467000
0.63000003,0.39539780,23.32835000
0.63050003,0.39539780,23.09946000
0.63100003,0.39771720,21.36601000
0.63150003,0.39655750,22.69356000
0.63200003,0.39539780,21.53996000
0.63250003,0.39301740,19.05881000
0.63300003,0.39423810,19.57762000
0.63350003,0.39539780,23.44432000
0.63400003,0.39539780,21.48198000
0.63450003,0.39539780,22.46467000
0.63500003,0.39423810,21.94586000
0.63550003,0.39539780,22.05878000
0.63600003,0.39423810,20.78921000
0.63650003,0.39655750,23.15744000
0.63700003,0.39423810,21.13712000
0.63750003,0.39301740,21.13712000
0.63800003,0.39539780,22.34870000
0.63850003,0.39423810,20.21241000
0.63900003,0.39539780,22.05878000
0.63950003,0.39539780,22.05878000
0.64000003,0.39539780,22.29072000
0.64050003,0.39539780,20.67629000
0.64100003,0.39423810,23.38633000
0.64150003,0.39423810,21.53996000
0.64200003,0.39423810,21.25309000
0.64250003,0.39301740,23.09946000
0.64300003,0.39423810,21.71392000
0.64350003,0.39301740,21.42399000
0.64400003,0.39423810,21.88787000
0.64450003,0.39423810,20.78921000
0.64500003,0.39539780,21.31108000
0.64550003,0.39301740,23.73424000
0.64600003,0.39301740,19.80956000
0.64650003,0.39301740,21.71392000
0.64700003,0.39423810,22.11676000
0.64750003,0.39423810,21.88787000
0.64800003,0.39423810,20.44435000
0.64850003,0.39423810,22.29072000
0.64900003,0.39423810,23.15744000
0.64950003,0.39539780,21.82989000
0.65000003,0.39423810,21.42399000
0.65050003,0.39539780,22.63558000
0.65100003,0.39301740,22.29072000
0.65150003,0.39301740,21.48198000
0.65200003,0.39423810,21.42399000
0.65250003,0.39301740,21.82989000
0.65300003,0.39423810,19.51964000
0.65350003,0.39301740,21.65594000
0.65400003,0.39423810,21.36601000
0.65450003,0.39301740,22.11676000
0.65500003,0.39301740,22.11676000
0.65550003,0.39423810,23.04147000
0.65600003,0.39301740,21.88787000
0.65650003,0.39423810,22.05878000
0.65700003,0.39301740,20.27039000
0.65750003,0.39301740,22.40669000
0.65800003,0.39423810,20.44435000
0.65850003,0.39301740,22.17475000
0.65900003,0.39423810,19.98352000
0.65950003,0.39301740,21.53996000
0.66000003,0.39185770,22.40669000
