ShelvingIntensityAverage100A,ShelvingIntensityUncertainty100A
0.07972576546051996,0.015061961693393971
0.06356157681441421,0.003825119868267794
0.09025116752280121,0.021629243160733082
0.12671487036255774,0.014556996979797987
0.10829888783348685,0.0048583860101991784
0.13547636513412376,0.02029068576991485
0.1403318836149205,0.005678130771281595
0.18272496390330495,0.00530596980103777
0.18550538157772656,0.01169200265552406
0.27813603265780773,0.01749537373051463
0.2668165530135533,0.01077588572029277
0.24046189268664492,0.011633283315460577
0.29829452883974444,0.0071245130297932615
0.3561254867777275,0.020743599451009974
0.38054972940674425,0.01812197925457376
0.41195572633869465,0.016835244220152198
0.44621606953504356,0.014756376123875183
0.3935128394385267,0.02085666211894387
0.3910248696228261,0.010081923033135477
0.40961363351616886,0.012157654929271712
0.3765321628721654,0.028161081823032518
0.37532250428480984,0.00908757550667513
0.49407040356682885,0.009983846744945844
0.43086985538186034,0.02131695125663839
0.39425736828817315,0.010101217654761194
0.3751848708319792,0.008743486090008202
0.3354932962568684,0.01691736209843722
0.31418880812287264,0.020248107461251712
0.3316703745397288,0.02210050202619638
0.4508301377142938,0.017514778418533175
0.36921293029825997,0.014993352344703581
0.4613986970018257,0.00541596714263546
0.4330724343562642,0.020410174221152617
0.5326726618600937,0.04413861057150555
0.5014628273956383,0.020391111106512472
0.5119456147974408,0.014581538398152002
0.6003927321864408,0.03347854555758032
0.5427776937507989,0.10086743882632136
0.6314501057745848,0.02072079305620295
0.4752465837567444,0.05359215927468315
0.5467765379951086,0.02014443895925662
0.5398360871066704,0.03130345054185836
0.520680680918731,0.02840853114754165
0.3445747133788385,0.019595997744818634
0.36099395498118103,0.02229655124422058
0.3631785567560345,0.04172746815416153
0.3694565121557498,0.028568618505954328
0.3721456657090884,0.03542159049024281
0.4631707592393218,0.03648301901131335
0.48831981293603693,0.044915678348186286
0.4464762608536727,0.056236881952370116
0.48427754392771677,0.026891656926400505
0.5536365540263815,0.03101574887950856
0.5984196387285861,0.06522699072932525
0.62729357745418,0.06406418024638641
0.5683988443045176,0.014125126441171561
0.5166119350737871,0.03656488251204892
0.5094157747623215,0.026730366784756366
0.5880560667957957,0.028434794437490415
0.587080977988556,0.02969499396187104
0.4585702435971592,0.04591618830788874
0.40130817521712764,0.0431080399890367
0.3923350142073415,0.019401328889511564
0.24236058708179914,0.03321938681180912
0.23730709824294177,0.024470416444026866
0.18547467173488713,0.021147289283962464
0.20491513650154186,0.025844594567584162
0.14256807653064862,0.014990135771237144
0.14713896999019593,0.028056575902352745
0.16828674964167306,0.03066209522348404
0.1243491430176501,0.01830919358983255
0.05272557878335643,0.012850836670738313
0.10293440170152363,0.03768902255899526
0.08012935541735433,0.015580170158897793
0.08226618846660932,0.025001258021781218
0.07641194477235463,0.024656788300791772
0.03429919530759651,0.020862455087430638
