Time / sec	Linewidth / MHz
356.455000	0.298259
357.443000	0.314444
358.433000	0.321434
359.417000	0.267259
360.405000	0.290548
361.392000	0.322764
362.380000	0.285604
363.365000	0.264828
364.354000	0.286989
365.345000	0.268531
366.331000	0.261328
367.321000	0.271505
368.308000	0.263860
369.296000	0.248247
370.284000	0.263914
371.274000	0.282072
372.265000	0.260081
373.253000	0.250652
374.240000	0.272467
375.236000	0.275768
376.247000	0.254453
377.233000	0.264803
378.222000	0.267958
379.209000	0.260521
380.198000	0.262139
381.186000	0.275271
382.176000	0.266189
383.165000	0.248541
384.154000	0.268684
385.144000	0.273238
386.133000	0.260716
387.125000	0.251182
388.114000	0.269709
389.101000	0.257389
390.089000	0.245738
391.079000	0.252786
392.068000	0.252190
393.061000	0.242812
394.049000	0.243630
395.037000	0.268389
396.025000	0.247436
397.013000	0.243707
398.003000	0.267776
398.991000	0.250893
399.981000	0.247060
400.969000	0.265231
401.957000	0.277498
402.942000	0.265892
403.929000	0.236634
404.918000	0.258650
405.906000	0.242567
406.897000	0.239442
407.883000	0.251525
408.871000	0.266284
409.859000	0.247950
410.849000	0.231721
411.837000	0.249500
412.826000	0.239448
413.814000	0.246201
414.804000	0.279428
415.791000	0.276734
416.779000	0.230424
417.769000	0.251045
418.762000	0.245787
419.750000	0.229630
420.737000	0.248817
421.726000	0.254300
422.715000	0.241339
423.702000	0.237882
424.692000	0.247711
425.684000	0.254858
426.670000	0.239089
427.660000	0.244566
428.652000	0.252111
429.639000	0.240104
430.630000	0.251271
431.620000	0.262319
432.609000	0.248454
433.599000	0.250744
434.587000	0.255322
435.577000	0.238564
436.566000	0.249162
437.556000	0.270857
438.543000	0.243285
439.532000	0.242535
440.519000	0.251887
441.509000	0.247314
442.495000	0.230086
443.484000	0.263049
444.470000	0.253411
445.459000	0.232321
446.447000	0.251975
447.436000	0.282110
448.422000	0.245686
449.411000	0.235047
450.399000	0.253353
451.388000	0.244592
452.376000	0.248473
453.363000	0.258176
454.351000	0.269400
455.342000	0.237270
456.329000	0.250845
457.320000	0.283338
458.307000	0.236584
459.298000	0.258540
460.288000	0.287952
461.278000	0.257671
462.267000	0.234636
463.258000	0.248569
464.246000	0.239287
465.237000	0.250167
466.224000	0.263037
467.213000	0.261283
468.203000	0.245972
469.189000	0.247195
470.179000	0.258433
471.167000	0.249688
472.157000	0.263851
473.146000	0.267163
474.133000	0.261455
475.120000	0.252383
476.108000	0.248126
477.100000	0.262673
478.086000	0.245133
479.073000	0.269034
480.061000	0.271954
481.050000	0.246964
482.041000	0.235781
483.029000	0.237408
484.018000	0.245861
485.006000	0.253948
485.992000	0.256472
486.979000	0.262725
487.968000	0.236325
488.957000	0.258563
489.948000	0.250521
490.936000	0.240388
491.924000	0.252843
492.913000	0.274705
493.902000	0.241765
494.891000	0.231617
495.880000	0.261155
496.869000	0.254869
497.857000	0.234029
498.844000	0.260265
499.832000	0.259523
500.821000	0.229854
501.813000	0.250146
502.801000	0.248498
503.786000	0.245653
504.776000	0.248717
505.765000	0.260113
506.758000	0.250901
507.745000	0.244328
508.734000	0.241003
509.725000	0.239126
510.714000	0.241006
511.704000	0.250396
512.695000	0.254690
513.681000	0.232103
514.669000	0.246634
515.660000	0.245067
516.649000	0.237085
517.638000	0.264332
518.624000	0.280779
519.612000	0.277539
520.603000	0.233255
521.594000	0.266655
522.582000	0.244481
523.570000	0.239426
524.559000	0.252372
525.548000	0.267284
526.536000	0.241019
527.523000	0.246771
528.513000	0.240518
529.500000	0.245991
530.489000	0.276754
531.477000	0.259195
532.465000	0.243034
533.452000	0.249911
534.437000	0.250114
535.425000	0.248144
536.414000	0.237342
537.404000	0.285347
538.390000	0.288975
539.377000	0.260091
540.365000	0.245395
541.353000	0.246921
542.342000	0.241801
543.331000	0.281156
544.318000	0.281072
545.313000	0.244705
546.311000	0.248069
547.306000	0.267354
548.295000	0.269684
549.282000	0.254198
550.274000	0.269925
551.261000	0.272924
552.251000	0.252272
553.238000	0.259051
554.228000	0.249460
555.217000	0.237698
556.207000	0.248272
557.198000	0.269152
558.185000	0.261369
559.177000	0.246070
560.166000	0.278680
561.154000	0.278064
562.144000	0.249349
563.133000	0.259061
564.124000	0.263839
565.115000	0.240767
566.103000	0.271001
567.091000	0.286689
568.078000	0.246433
569.066000	0.238198
570.055000	0.265380
571.046000	0.237166
572.034000	0.262840
573.021000	0.259945
574.011000	0.272787
574.999000	0.250287
575.988000	0.234559
576.978000	0.241362
577.967000	0.233312
578.957000	0.256420
579.946000	0.294210
580.934000	0.276792
581.923000	0.236368
582.912000	0.252427
583.899000	0.254577
584.887000	0.247874
585.874000	0.306375
586.861000	0.296088
587.851000	0.261953
588.840000	0.247856
589.829000	0.256454
590.816000	0.241858
591.804000	0.257464
592.794000	0.248986
593.782000	0.240265
594.773000	0.248220
595.763000	0.264631
596.754000	0.246784
597.744000	0.235682
598.734000	0.244866
599.722000	0.255233
600.711000	0.245677
601.698000	0.250139
602.688000	0.290075
603.676000	0.272420
604.666000	0.249458
605.656000	0.253366
606.646000	0.246621
607.635000	0.256134
608.624000	0.322089
609.610000	0.296440
610.596000	0.244137
611.586000	0.246555
612.574000	0.243258
613.564000	0.248524
614.554000	0.261926
615.543000	0.284855
616.533000	0.246342
617.523000	0.246661
618.512000	0.258951
619.502000	0.244251
620.490000	0.243990
621.478000	0.264877
622.469000	0.269009
623.459000	0.248416
624.446000	0.261105
625.434000	0.254455
626.423000	0.248531
627.412000	0.242662
628.400000	0.259376
629.386000	0.240659
630.375000	0.264935
631.365000	0.292878
632.352000	0.271403
633.339000	0.255548
634.326000	0.257010
635.313000	0.243595
636.302000	0.275562
637.290000	0.303508
638.278000	0.254541
639.267000	0.239496
640.255000	0.259297
641.244000	0.254182
642.231000	0.269663
643.222000	0.286717
644.210000	0.275224
645.197000	0.259117
646.187000	0.249277
647.174000	0.256935
648.162000	0.245253
649.150000	0.249661
650.136000	0.263743
651.124000	0.261717
652.112000	0.272500
653.100000	0.285458
654.089000	0.276918
655.079000	0.253934
656.068000	0.247729
657.056000	0.269257
658.044000	0.254947
659.032000	0.262822
660.023000	0.284413
661.012000	0.264459
662.003000	0.244821
662.993000	0.251191
663.982000	0.251772
664.971000	0.255540
665.958000	0.292478
666.947000	0.311032
667.933000	0.249407
668.920000	0.240855
669.909000	0.256484
670.898000	0.253659
671.887000	0.252644
672.875000	0.267314
673.865000	0.249142
674.855000	0.264561
675.842000	0.266055
676.831000	0.266416
677.820000	0.246592
678.811000	0.255817
679.802000	0.256772
680.790000	0.256646
681.780000	0.270930
682.771000	0.304262
683.759000	0.246456
684.751000	0.245979
685.738000	0.255012
686.724000	0.253579
687.714000	0.267400
688.704000	0.294177
689.695000	0.278246
690.684000	0.271876
691.672000	0.306578
692.659000	0.280520
693.651000	0.295865
694.636000	0.275151
695.624000	0.283084
696.611000	0.273430
697.602000	0.298641
698.589000	0.308610
699.579000	0.260375
700.567000	0.259335
701.552000	0.259354
702.542000	0.276926
703.529000	0.286518
704.518000	0.314696
705.507000	0.286871
706.495000	0.273012
707.481000	0.280721
708.469000	0.264083
709.457000	0.277865
710.444000	0.334779
711.433000	0.321604
712.420000	0.267346
713.410000	0.281677
714.397000	0.301521
715.383000	0.280578
716.371000	0.282179
717.360000	0.283159
718.350000	0.272626
719.338000	0.308510
720.326000	0.309483
721.313000	0.275673
722.303000	0.273219
723.291000	0.267001
724.280000	0.273007
725.268000	0.286032
726.256000	0.282759
727.245000	0.269437
728.233000	0.267630
729.224000	0.272926
730.213000	0.274833
731.200000	0.275651
732.187000	0.310832
733.178000	0.308057
734.164000	0.285347
735.154000	0.275808
736.144000	0.274510
737.134000	0.276643
738.122000	0.275779
739.111000	0.278120
740.100000	0.285200
741.088000	0.307904
742.078000	0.307342
743.066000	0.305687
744.050000	0.261085
745.040000	0.265134
746.030000	0.269426
747.045000	0.312732
748.033000	0.330313
749.020000	0.283101
750.005000	0.280880
750.995000	0.318498
751.984000	0.308816
752.974000	0.273203
753.961000	0.286110
754.950000	0.295525
755.937000	0.294294
756.926000	0.299882
757.913000	0.310286
758.901000	0.266671
759.892000	0.265446
760.879000	0.255899
761.870000	0.289612
762.859000	0.319043
763.846000	0.323352
764.837000	0.309658
765.822000	0.293016
766.811000	0.271857
767.801000	0.268519
768.790000	0.280649
769.777000	0.324156
770.767000	0.313336
771.752000	0.264926
772.742000	0.323951
773.730000	0.330675
774.717000	0.298766
775.705000	0.284053
776.692000	0.271251
777.682000	0.279445
778.671000	0.339232
779.657000	0.359720
780.646000	0.279022
781.634000	0.275150
782.622000	0.272954
783.608000	0.279058
784.596000	0.301733
785.585000	0.313821
786.570000	0.281043
787.556000	0.290566
788.548000	0.334030
789.535000	0.331918
790.536000	0.281467
791.524000	0.276203
792.515000	0.299844
793.502000	0.274535
794.491000	0.323429
795.476000	0.343886
796.468000	0.282090
797.457000	0.253060
798.444000	0.271499
799.433000	0.290654
800.423000	0.260718
801.412000	0.338577
802.400000	0.347411
803.387000	0.315850
804.375000	0.288809
805.361000	0.297971
806.348000	0.329045
807.336000	0.328558
808.324000	0.321356
809.310000	0.345426
810.298000	0.356194
811.286000	0.347964
812.274000	0.270079
813.260000	0.262197
814.248000	0.264409
815.238000	0.260854
816.226000	0.297648
817.213000	0.336299
818.206000	0.281005
819.196000	0.262401
820.183000	0.271050
821.172000	0.272872
822.158000	0.259527
823.147000	0.276591
824.135000	0.299803
825.124000	0.398399
826.109000	0.490923
827.094000	0.486425
828.076000	0.419142
829.059000	0.324434
830.045000	0.294663
831.036000	0.264446
832.023000	0.285187
833.011000	0.345426
834.001000	0.415698
834.985000	0.350696
835.973000	0.316208
836.962000	0.334082
837.951000	0.356681
838.935000	0.391716
839.919000	0.378335
840.906000	0.314709
841.892000	0.317556
842.878000	0.304669
843.866000	0.313887
844.852000	0.334893
845.840000	0.314516
846.825000	0.318744
847.815000	0.299795
848.801000	0.279565
849.791000	0.258344
850.779000	0.260988
851.768000	0.285823
852.755000	0.291696
853.742000	0.273983
854.732000	0.279526
855.721000	0.316999
856.712000	0.291306
857.699000	0.260478
858.689000	0.277372
859.675000	0.275536
860.664000	0.296870
861.652000	0.382329
862.642000	0.402900
863.627000	0.357449
864.613000	0.321855
865.601000	0.302277
866.588000	0.301281
867.577000	0.315719
868.564000	0.312043
869.552000	0.284819
870.544000	0.291190
871.534000	0.307587
872.523000	0.339910
873.509000	0.348327
874.497000	0.425162
875.482000	0.432055
876.470000	0.399390
877.455000	0.321919
878.440000	0.283103
879.430000	0.279341
880.418000	0.284828
881.407000	0.300931
882.394000	0.285171
883.384000	0.267789
884.374000	0.253488
885.365000	0.272222
886.355000	0.350439
887.341000	0.425250
888.325000	0.427473
889.310000	0.378230
890.294000	0.353258
891.282000	0.402472
892.267000	0.339625
893.255000	0.304513
894.240000	0.269762
895.227000	0.267258
896.215000	0.292663
897.201000	0.293038
898.191000	0.306422
899.179000	0.364916
900.166000	0.460307
901.151000	0.445928
902.138000	0.331909
903.125000	0.342466
904.113000	0.358416
905.099000	0.314761
906.087000	0.336003
907.073000	0.377019
908.060000	0.314860
909.048000	0.322496
910.035000	0.288543
911.025000	0.285119
912.016000	0.304769
913.001000	0.311429
913.989000	0.272056
914.978000	0.278026
915.967000	0.316592
916.954000	0.315602
917.942000	0.293063
918.929000	0.352309
919.918000	0.409027
920.903000	0.366607
921.891000	0.312412
922.880000	0.263699
923.868000	0.276974
924.856000	0.298086
925.844000	0.350758
926.832000	0.335446
927.817000	0.283623
928.806000	0.264718
929.795000	0.263409
930.783000	0.264470
931.772000	0.298827
932.761000	0.319431
933.749000	0.305068
934.736000	0.328757
935.722000	0.328995
936.710000	0.326064
937.696000	0.279344
938.687000	0.270524
939.673000	0.264476
940.664000	0.277849
941.652000	0.268053
942.640000	0.308808
943.629000	0.350581
944.615000	0.334029
945.603000	0.292562
946.591000	0.265260
947.579000	0.285419
948.569000	0.296488
949.559000	0.266790
950.548000	0.285199
951.538000	0.301762
952.524000	0.257691
953.513000	0.256669
954.501000	0.264146
955.489000	0.281705
956.478000	0.266790
957.467000	0.268811
958.453000	0.278637
959.442000	0.327983
960.432000	0.345573
961.418000	0.295355
962.407000	0.261028
963.394000	0.276364
964.385000	0.289685
965.371000	0.278524
966.360000	0.277388
967.349000	0.363969
968.334000	0.351393
969.322000	0.311222
970.308000	0.301485
971.297000	0.303475
972.282000	0.336598
973.269000	0.367670
974.257000	0.324641
975.246000	0.291064
976.233000	0.324074
977.221000	0.359133
978.210000	0.323370
979.197000	0.255837
980.188000	0.302126
981.174000	0.290451
982.161000	0.299572
983.147000	0.331828
984.135000	0.349161
985.122000	0.302661
986.111000	0.285231
987.098000	0.283541
988.088000	0.264585
989.077000	0.265448
990.065000	0.296989
991.051000	0.355701
992.038000	0.310144
993.027000	0.268409
994.012000	0.244724
995.002000	0.258701
995.994000	0.315214
996.982000	0.345032
997.967000	0.277524
998.957000	0.244168
999.948000	0.262044
1000.936000	0.240087
1001.927000	0.251076
1002.917000	0.248214
1003.905000	0.253876
1004.896000	0.258557
1005.884000	0.251458
1006.873000	0.293350
1007.861000	0.330390
1008.848000	0.263378
1009.836000	0.253145
1010.824000	0.252246
1011.812000	0.258561
1012.802000	0.279641
1013.789000	0.273599
1014.778000	0.248054
1015.767000	0.245615
1016.755000	0.272762
1017.746000	0.263898
1018.734000	0.249933
1019.721000	0.293296
1020.709000	0.365800
1021.697000	0.320678
1022.685000	0.290684
1023.674000	0.307238
1024.662000	0.294923
1025.649000	0.257238
1026.637000	0.246276
1027.626000	0.273247
1028.616000	0.357276
1029.599000	0.281163
1030.586000	0.304149
1031.577000	0.335594
1032.566000	0.302464
1033.557000	0.257612
1034.550000	0.260224
1035.540000	0.252471
1036.530000	0.273497
1037.518000	0.261099
1038.508000	0.264252
1039.498000	0.249758
1040.489000	0.252818
1041.477000	0.266557
1042.461000	0.267925
1043.449000	0.244570
1044.439000	0.253237
1045.428000	0.292175
1046.417000	0.263110
1047.406000	0.247094
1048.396000	0.255778
1049.385000	0.256678
1050.373000	0.243061
1051.361000	0.246461
1052.348000	0.250644
1053.335000	0.255425
1054.323000	0.244834
1055.313000	0.239409
1056.304000	0.257051
1057.289000	0.255184
1058.278000	0.277705
1059.265000	0.365188
1060.250000	0.365615
1061.235000	0.281423
1062.224000	0.246072
1063.211000	0.287163
1064.200000	0.315255
1065.188000	0.280118
1066.174000	0.240867
1067.162000	0.229309
1068.152000	0.263774
1069.140000	0.290140
1070.125000	0.287728
1071.112000	0.315006
1072.100000	0.301257
1073.087000	0.265880
1074.078000	0.254549
1075.067000	0.268767
1076.056000	0.252647
1077.043000	0.273616
1078.032000	0.307867
1079.021000	0.292041
1080.010000	0.256567
1080.998000	0.235846
1081.988000	0.245412
1082.977000	0.248424
1083.967000	0.252479
1084.956000	0.265275
1085.943000	0.252107
1086.934000	0.249593
1087.924000	0.277637
1088.913000	0.286181
1089.902000	0.243833
1090.892000	0.271998
1091.880000	0.276457
1092.870000	0.269489
1093.858000	0.253793
1094.850000	0.259392
1095.841000	0.276833
1096.830000	0.279362
1097.818000	0.276084
1098.809000	0.310217
1099.795000	0.374071
1100.783000	0.333242
1101.770000	0.289752
1102.758000	0.267553
1103.748000	0.286593
1104.737000	0.328505
1105.724000	0.346501
1106.715000	0.291496
1107.703000	0.246945
1108.694000	0.270319
1109.681000	0.259405
1110.672000	0.263238
1111.659000	0.317892
1112.648000	0.346496
1113.635000	0.343753
1114.621000	0.250036
1115.610000	0.235921
1116.600000	0.248882
1117.590000	0.260494
1118.580000	0.335466
1119.568000	0.287542
1120.562000	0.243329
1121.549000	0.251744
1122.537000	0.242144
1123.526000	0.303366
1124.515000	0.304505
1125.502000	0.298043
1126.491000	0.287513
1127.476000	0.259600
1128.464000	0.251504
1129.454000	0.257747
1130.442000	0.286936
1131.430000	0.291607
1132.418000	0.258252
1133.405000	0.265948
1134.393000	0.286734
1135.380000	0.273804
1136.366000	0.266867
1137.353000	0.268373
1138.343000	0.253290
1139.334000	0.254917
1140.323000	0.284600
1141.308000	0.311067
1142.293000	0.266847
1143.282000	0.253819
1144.269000	0.248441
1145.258000	0.258674
1146.247000	0.274657
1147.232000	0.248634
1148.219000	0.241117
1149.207000	0.248543
1150.196000	0.298506
1151.186000	0.322016
1152.175000	0.257334
1153.162000	0.253715
1154.149000	0.347058
1155.134000	0.300890
1156.122000	0.251612
1157.110000	0.297735
1158.102000	0.299517
1159.089000	0.272914
1160.078000	0.294814
1161.066000	0.281639
1162.054000	0.279379
1163.040000	0.239250
1164.027000	0.277861
1165.015000	0.263117
1166.005000	0.248439
1166.992000	0.283138
1167.981000	0.249057
1168.969000	0.249436
1169.957000	0.265238
1170.944000	0.238140
1171.931000	0.261947
1172.920000	0.260048
1173.909000	0.244621
1174.897000	0.246294
1175.886000	0.258103
1176.875000	0.238434
1177.866000	0.254842
1178.853000	0.253406
1179.841000	0.263047
1180.829000	0.239255
1181.819000	0.274108
1182.807000	0.293775
1183.797000	0.252026
1184.785000	0.251080
1185.771000	0.259179
1186.758000	0.260763
1187.746000	0.260128
1188.732000	0.265813
1189.720000	0.235709
1190.708000	0.252569
1191.695000	0.301769
1192.682000	0.302125
1193.667000	0.295725
1194.653000	0.314751
1195.645000	0.325883
1196.631000	0.316712
1197.620000	0.288002
1198.607000	0.261596
1199.595000	0.304778
1200.580000	0.293683
1201.570000	0.242528
1202.559000	0.324306
1203.557000	0.351974
1204.552000	0.278635
1205.540000	0.301523
1206.528000	0.287583
1207.515000	0.253631
1208.504000	0.280627
1209.493000	0.254101
1210.480000	0.261542
1211.467000	0.299046
1212.451000	0.250332
1213.440000	0.298412
1214.426000	0.306569
1215.414000	0.300744
1216.400000	0.275543
1217.390000	0.334248
1218.376000	0.269703
1219.365000	0.265464
1220.352000	0.310546
1221.342000	0.300910
1222.331000	0.247993
1223.321000	0.265248
1224.310000	0.285521
1225.299000	0.242241
1226.289000	0.260089
1227.275000	0.254254
1228.265000	0.260027
1229.254000	0.263360
1230.241000	0.279928
1231.232000	0.284562
1232.219000	0.270071
1233.209000	0.263059
1234.197000	0.256636
1235.183000	0.270765
1236.172000	0.284360
1237.160000	0.271091
1238.148000	0.257921
1239.136000	0.259232
1240.126000	0.248643
1241.114000	0.264450
1242.102000	0.282828
1243.092000	0.264816
1244.079000	0.244108
1245.067000	0.259186
1246.054000	0.254427
1247.043000	0.247850
1248.031000	0.257125
1249.023000	0.253219
1250.013000	0.251099
1251.000000	0.251080
1251.987000	0.270418
1252.975000	0.276854
1253.961000	0.242316
1254.948000	0.249951
1255.949000	0.286890
1256.936000	0.265017
1257.926000	0.243046
1258.915000	0.287676
1259.901000	0.257524
1260.887000	0.249268
1261.874000	0.262588
1262.861000	0.280368
1263.850000	0.249004
1264.838000	0.246587
1265.826000	0.276280
1266.814000	0.257246
1267.800000	0.247488
1268.787000	0.244762
1269.776000	0.257961
1270.763000	0.251591
1271.750000	0.242029
1272.739000	0.284173
1273.724000	0.272910
1274.713000	0.240812
1275.702000	0.253887
1276.691000	0.268909
1277.678000	0.252450
1278.669000	0.259434
1279.671000	0.269845
1280.676000	0.259997
1281.669000	0.252881
1282.666000	0.287936
1283.657000	0.282672
1284.645000	0.238491
1285.634000	0.260873
1286.622000	0.239143
1287.612000	0.250014
1288.599000	0.242114
1289.586000	0.260021
1290.576000	0.278060
1291.565000	0.268502
1292.583000	0.280417
1293.574000	0.292031
1294.566000	0.290356
1295.560000	0.271526
1296.549000	0.281449
1297.534000	0.289969
1298.521000	0.261931
1299.513000	0.275035
1300.500000	0.296582
1301.487000	0.258176
1302.478000	0.287379
1303.468000	0.303854
1304.458000	0.272776
1305.447000	0.272183
1306.447000	0.291209
1307.446000	0.291996
1308.434000	0.270683
1309.424000	0.263713
1310.413000	0.292101
1311.400000	0.273953
1312.388000	0.294794
1313.373000	0.278407
1314.363000	0.294789
1315.350000	0.264044
1316.338000	0.296735
1317.323000	0.298962
1318.310000	0.269927
1319.297000	0.271181
1320.285000	0.285373
1321.272000	0.281185
1322.262000	0.260996
1323.251000	0.294282
1324.241000	0.295546
1325.229000	0.272929
1326.219000	0.273833
1327.209000	0.300643
1328.198000	0.277920
1329.185000	0.265238
1330.173000	0.276707
1331.159000	0.271028
1332.146000	0.267857
1333.134000	0.263508
1334.119000	0.283633
1335.108000	0.271785
1336.098000	0.268531
1337.089000	0.275466
1338.079000	0.279575
1339.066000	0.276855
1340.054000	0.268586
1341.044000	0.304680
1342.031000	0.284997
1343.021000	0.255059
1344.009000	0.292121
1344.999000	0.308853
1345.985000	0.263402
1346.972000	0.261550
1347.960000	0.282976
1348.958000	0.270234
1349.948000	0.276591
1350.935000	0.279649
1351.921000	0.265484
1352.911000	0.257740
1353.899000	0.260720
1354.886000	0.268631
1355.875000	0.287734
1356.863000	0.256017
1357.851000	0.268356
1358.838000	0.316245
1359.823000	0.305709
1360.810000	0.263063
1361.799000	0.279337
1362.789000	0.276445
1363.775000	0.254272
1364.762000	0.266597
1365.755000	0.282987
1366.742000	0.276506
1367.733000	0.267498
1368.722000	0.294711
1369.710000	0.276049
1370.697000	0.271229
1371.688000	0.264036
1372.676000	0.282640
1373.665000	0.273734
1374.652000	0.259387
1375.641000	0.271192
1376.630000	0.275640
1377.618000	0.254667
1378.605000	0.263802
1379.595000	0.305414
1380.581000	0.271359
1381.568000	0.252214
1382.555000	0.293775
1383.543000	0.291409
1384.531000	0.278558
1385.516000	0.269435
1386.505000	0.273359
1387.493000	0.274589
1388.480000	0.262042
1389.469000	0.270947
1390.458000	0.267163
1391.446000	0.258905
1392.434000	0.284507
1393.423000	0.289353
1394.411000	0.268966
1395.400000	0.261300
1396.389000	0.269306
1397.378000	0.261678
1398.367000	0.276363
1399.358000	0.297336
1400.345000	0.304813
1401.335000	0.280295
1402.322000	0.351708
1403.305000	0.354586
1404.288000	0.332274
1405.273000	0.295576
1406.261000	0.271867
1407.249000	0.264896
1408.238000	0.296679
1409.226000	0.289537
1410.216000	0.282724
1411.205000	0.252777
1412.193000	0.273148
1413.181000	0.299289
1414.170000	0.267297
1415.157000	0.272047
1416.144000	0.272302
1417.131000	0.261383
1418.118000	0.279466
1419.107000	0.284532
1420.095000	0.270230
1421.085000	0.259249
1422.073000	0.267534
1423.061000	0.270022
1424.049000	0.269036
1425.040000	0.265268
1426.027000	0.269443
1427.015000	0.274968
1428.004000	0.275144
1428.994000	0.296215
1429.978000	0.273969
1430.966000	0.256763
1431.955000	0.307279
1432.942000	0.319541
1433.927000	0.275471
1434.914000	0.256722
1435.900000	0.283068
1436.890000	0.267459
1437.877000	0.282660
1438.867000	0.286581
1439.855000	0.268518
1440.845000	0.271678
1441.834000	0.282172
1442.821000	0.299538
1443.807000	0.261861
1444.796000	0.274943
1445.784000	0.264035
1446.772000	0.254834
1447.761000	0.267194
1448.748000	0.282072
1449.737000	0.288998
1450.727000	0.273361
1451.717000	0.300046
1452.705000	0.325991
1453.691000	0.285868
1454.679000	0.263615
1455.668000	0.292910
1456.653000	0.258922
1457.641000	0.270825
1458.628000	0.296687
1459.618000	0.272590
1460.607000	0.267475
1461.594000	0.310787
1462.580000	0.301259
1463.569000	0.265878
1464.558000	0.273913
1465.546000	0.286945
1466.535000	0.283668
1467.519000	0.265392
1468.509000	0.262249
1469.497000	0.259825
1470.487000	0.271975
1471.475000	0.296517
1472.463000	0.284494
1473.448000	0.262852
1474.435000	0.251718
1475.425000	0.258797
1476.414000	0.265483
1477.399000	0.286048
1478.385000	0.276636
1479.374000	0.256398
1480.361000	0.274446
1481.350000	0.314087
1482.338000	0.300908
1483.327000	0.251873
1484.316000	0.260343
1485.306000	0.265230
1486.295000	0.265433
1487.285000	0.303063
1488.272000	0.294941
1489.262000	0.258421
1490.252000	0.318256
1491.236000	0.307519
1492.223000	0.281875
1493.210000	0.256408
1494.199000	0.266964
1495.185000	0.260828
1496.175000	0.295270
1497.162000	0.297432
1498.150000	0.258225
1499.138000	0.279451
1500.123000	0.299152
1501.109000	0.269554
1502.097000	0.265303
1503.085000	0.260547
1504.076000	0.254174
1505.062000	0.262472
1506.049000	0.289084
1507.034000	0.313874
1508.018000	0.288616
1509.006000	0.281269
1509.997000	0.289916
1510.984000	0.286120
1511.969000	0.266715
1512.957000	0.258435
1513.946000	0.255190
1514.934000	0.263761
1515.921000	0.321388
1516.905000	0.313697
1517.895000	0.255855
1518.883000	0.286388
1519.872000	0.291297
1520.859000	0.263858
1521.849000	0.256779
1522.838000	0.257812
1523.826000	0.264261
1524.815000	0.302594
1525.804000	0.304570
1526.787000	0.264877
1527.776000	0.283014
1528.763000	0.303817
1529.749000	0.286677
1530.735000	0.262275
1531.720000	0.261630
1532.707000	0.263200
1533.697000	0.255157
1534.685000	0.278613
