x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
+1.792000E+00,+3.984988E+00,-119.598E-03,+402.010E-03,-422.111E-03
+1.800000E+00,+4.386998E+00,-31.156E-03,-0.0E+00,-422.111E-03
+1.808000E+00,+4.386998E+00,-143.719E-03,-2.814070E+00,-402.010E-03
+1.816000E+00,+4.065390E+00,+33.166E-03,+402.010E-03,-402.010E-03
+1.824000E+00,+4.306596E+00,-119.598E-03,+402.010E-03,-422.111E-03
+1.832000E+00,+4.226194E+00,+73.367E-03,-4.020101E+00,-422.111E-03
+1.840000E+00,+4.306596E+00,+105.528E-03,+3.618090E+00,-402.010E-03
+1.848000E+00,+4.386998E+00,+17.085E-03,-1.608040E+00,-422.111E-03
+1.856000E+00,+4.226194E+00,+113.568E-03,-4.422111E+00,-422.111E-03
+1.864000E+00,+4.386998E+00,-127.638E-03,+4.020101E+00,-402.010E-03
+1.872000E+00,+4.226194E+00,-63.317E-03,+1.608040E+00,-422.111E-03
+1.880000E+00,+4.226194E+00,+1.005E-03,+0.0E+00,-442.211E-03
+1.888000E+00,+3.984988E+00,+89.447E-03,+1.206030E+00,-422.111E-03
+1.896000E+00,+4.145792E+00,-103.518E-03,-1.608040E+00,-442.211E-03
+1.904000E+00,+4.226194E+00,-47.236E-03,-1.206030E+00,-361.809E-03
+1.912000E+00,+3.582978E+00,-7.035E-03,+3.618090E+00,-422.111E-03
+1.920000E+00,+4.065390E+00,+81.407E-03,+4.020101E+00,-422.111E-03
+1.928000E+00,+4.386998E+00,-55.276E-03,-1.608040E+00,-442.211E-03
+1.936000E+00,+3.984988E+00,+73.367E-03,-1.206030E+00,-381.910E-03
+1.944000E+00,+4.306596E+00,-39.196E-03,+1.608040E+00,-381.910E-03
+1.952000E+00,+4.145792E+00,-95.477E-03,-4.422111E+00,-422.111E-03
+1.960000E+00,+4.547802E+00,-119.598E-03,-0.0E+00,-422.111E-03
+1.968000E+00,+3.984988E+00,+41.206E-03,-1.206030E+00,-381.910E-03
+1.976000E+00,+4.306596E+00,-159.799E-03,+804.020E-03,-381.910E-03
+1.984000E+00,+4.145792E+00,-127.638E-03,+2.412060E+00,-442.211E-03
+1.992000E+00,+4.145792E+00,-127.638E-03,+1.206030E+00,-442.211E-03
+2.000000E+00,+4.065390E+00,+57.286E-03,+804.020E-03,-402.010E-03
+2.008000E+00,+3.904586E+00,+81.407E-03,-804.020E-03,-402.010E-03
+2.016000E+00,+3.984988E+00,+81.407E-03,+0.0E+00,-422.111E-03
+2.024000E+00,+4.065390E+00,-55.276E-03,+0.0E+00,-402.010E-03
+2.032000E+00,+4.467400E+00,+105.528E-03,+3.618090E+00,-381.910E-03
+2.040000E+00,+4.065390E+00,-151.759E-03,-2.412060E+00,-422.111E-03
+2.048000E+00,+3.904586E+00,+89.447E-03,+1.206030E+00,-422.111E-03
+2.056000E+00,+3.984988E+00,+81.407E-03,-804.020E-03,-402.010E-03
+2.064000E+00,+4.306596E+00,-23.116E-03,-804.020E-03,-381.910E-03
+2.072000E+00,+4.467400E+00,+113.568E-03,+2.814070E+00,-381.910E-03
+2.080000E+00,+4.386998E+00,+33.166E-03,+2.814070E+00,-361.809E-03
+2.088000E+00,+3.984988E+00,+97.487E-03,+4.422111E+00,-422.111E-03
+2.096000E+00,+4.226194E+00,-159.799E-03,+402.010E-03,-381.910E-03
+2.104000E+00,+4.226194E+00,+113.568E-03,-1.608040E+00,-442.211E-03
+2.112000E+00,+3.984988E+00,-23.116E-03,+402.010E-03,-402.010E-03
+2.120000E+00,+4.065390E+00,-159.799E-03,-2.814070E+00,-402.010E-03
+2.128000E+00,+4.306596E+00,+17.085E-03,+1.206030E+00,-381.910E-03
+2.136000E+00,+4.306596E+00,-135.678E-03,-2.412060E+00,-422.111E-03
+2.144000E+00,+4.226194E+00,-151.759E-03,+3.618090E+00,-381.910E-03
+2.152000E+00,+4.065390E+00,-55.276E-03,-1.206030E+00,-402.010E-03
+2.160000E+00,+3.984988E+00,+89.447E-03,-5.628141E+00,-422.111E-03
+2.168000E+00,+3.984988E+00,-151.759E-03,+2.412060E+00,-381.910E-03
+2.176000E+00,+4.226194E+00,-79.397E-03,+1.608040E+00,-422.111E-03
+2.184000E+00,+4.386998E+00,-7.035E-03,+402.010E-03,-422.111E-03
+2.192000E+00,+4.145792E+00,-151.759E-03,+0.0E+00,-422.111E-03
+2.200000E+00,+4.145792E+00,-39.196E-03,+4.020101E+00,-402.010E-03
+2.208000E+00,+4.226194E+00,-31.156E-03,-2.814070E+00,-402.010E-03
+2.216000E+00,+3.824184E+00,+97.487E-03,-4.824121E+00,-422.111E-03
+2.224000E+00,+4.547802E+00,-79.397E-03,-402.010E-03,-422.111E-03
+2.232000E+00,+3.824184E+00,+97.487E-03,+1.206030E+00,-402.010E-03
+2.240000E+00,+4.386998E+00,+121.608E-03,-3.216080E+00,-462.312E-03
+2.248000E+00,+3.904586E+00,+89.447E-03,-4.422111E+00,-402.010E-03
+2.256000E+00,+4.467400E+00,+97.487E-03,+402.010E-03,-402.010E-03
+2.264000E+00,+4.145792E+00,-151.759E-03,+0.0E+00,-381.910E-03
+2.272000E+00,+4.226194E+00,+25.126E-03,-0.0E+00,-402.010E-03
+2.280000E+00,+4.306596E+00,+41.206E-03,-402.010E-03,-442.211E-03
+2.288000E+00,+3.984988E+00,+65.327E-03,+2.814070E+00,-402.010E-03
+2.296000E+00,+4.386998E+00,-175.879E-03,-2.814070E+00,-381.910E-03
+2.304000E+00,+4.226194E+00,+97.487E-03,+1.206030E+00,-422.111E-03
+2.312000E+00,+4.386998E+00,-15.075E-03,-0.0E+00,-422.111E-03
+2.320000E+00,+4.065390E+00,+9.045E-03,-2.814070E+00,-402.010E-03
