Machine Module,N9322C,CN0743A505
+9.987263705e+08,-6.776745605e+01,
+9.987429112e+08,-6.936875916e+01,
+9.987594518e+08,-6.732443237e+01,
+9.987759925e+08,-6.844293976e+01,
+9.987925331e+08,-6.869881439e+01,
+9.988090737e+08,-6.805348206e+01,
+9.988256144e+08,-6.744486237e+01,
+9.988421550e+08,-6.901475525e+01,
+9.988586957e+08,-6.764093018e+01,
+9.988752363e+08,-6.800610352e+01,
+9.988917770e+08,-6.695199585e+01,
+9.989083176e+08,-6.860739136e+01,
+9.989248582e+08,-6.662267303e+01,
+9.989413989e+08,-6.944694519e+01,
+9.989579395e+08,-6.883666992e+01,
+9.989744802e+08,-6.810540771e+01,
+9.989910208e+08,-6.872004700e+01,
+9.990075615e+08,-6.750848389e+01,
+9.990241021e+08,-6.766845703e+01,
+9.990406427e+08,-6.791757202e+01,
+9.990571834e+08,-6.701439667e+01,
+9.990737240e+08,-6.412989807e+01,
+9.990902647e+08,-6.841604614e+01,
+9.991068053e+08,-6.670044708e+01,
+9.991233460e+08,-6.581817627e+01,
+9.991398866e+08,-6.663016510e+01,
+9.991564272e+08,-6.657139587e+01,
+9.991729679e+08,-6.495790863e+01,
+9.991895085e+08,-6.600399017e+01,
+9.992060492e+08,-6.599208832e+01,
+9.992225898e+08,-6.696590424e+01,
+9.992391305e+08,-6.488700867e+01,
+9.992556711e+08,-6.510951996e+01,
+9.992722117e+08,-6.515314484e+01,
+9.992887524e+08,-6.521340942e+01,
+9.993052930e+08,-6.693596649e+01,
+9.993218337e+08,-6.534285736e+01,
+9.993383743e+08,-6.543051910e+01,
+9.993549149e+08,-6.772039032e+01,
+9.993714556e+08,-6.559206390e+01,
+9.993879962e+08,-6.596485901e+01,
+9.994045369e+08,-6.816699219e+01,
+9.994210775e+08,-6.561062622e+01,
+9.994376182e+08,-6.642024994e+01,
+9.994541588e+08,-6.711147308e+01,
+9.994706994e+08,-6.602297211e+01,
+9.994872401e+08,-6.720250702e+01,
+9.995037807e+08,-6.544129944e+01,
+9.995203214e+08,-6.606679535e+01,
+9.995368620e+08,-6.231419754e+01,
+9.995534027e+08,-6.573992157e+01,
+9.995699433e+08,-6.372558212e+01,
+9.995864839e+08,-6.533489227e+01,
+9.996030246e+08,-6.411965179e+01,
+9.996195652e+08,-6.466855621e+01,
+9.996361059e+08,-6.471703339e+01,
+9.996526465e+08,-6.174413300e+01,
+9.996691872e+08,-6.366285324e+01,
+9.996857278e+08,-6.061875153e+01,
+9.997022684e+08,-6.085853195e+01,
+9.997188091e+08,-6.103350449e+01,
+9.997353497e+08,-6.193712997e+01,
+9.997518904e+08,-6.030976486e+01,
+9.997684310e+08,-6.074388123e+01,
+9.997849716e+08,-5.855271912e+01,
+9.998015123e+08,-6.118348694e+01,
+9.998180529e+08,-6.043128967e+01,
+9.998345936e+08,-5.914362717e+01,
+9.998511342e+08,-5.571216202e+01,
+9.998676749e+08,-5.612586594e+01,
+9.998842155e+08,-5.407279587e+01,
+9.999007561e+08,-5.509490204e+01,
+9.999172968e+08,-5.046069336e+01,
+9.999338374e+08,-5.143814850e+01,
+9.999503781e+08,-4.871714783e+01,
+9.999669187e+08,-4.342235947e+01,
+9.999834594e+08,-4.381698990e+01,
+1.000000000e+09,+1.586341095e+01,
+1.000016541e+09,-4.391077042e+01,
+1.000033081e+09,-4.268095016e+01,
+1.000049622e+09,-4.833206558e+01,
+1.000066163e+09,-4.804935074e+01,
+1.000082703e+09,-5.214880753e+01,
+1.000099244e+09,-5.396520233e+01,
+1.000115784e+09,-5.513738251e+01,
+1.000132325e+09,-5.749111176e+01,
+1.000148866e+09,-5.788507080e+01,
+1.000165406e+09,-5.702336502e+01,
+1.000181947e+09,-5.877879715e+01,
+1.000198488e+09,-6.095660782e+01,
+1.000215028e+09,-5.863245010e+01,
+1.000231569e+09,-6.199213409e+01,
+1.000248110e+09,-5.939208984e+01,
+1.000264650e+09,-6.250373077e+01,
+1.000281191e+09,-6.437522125e+01,
+1.000297732e+09,-6.240229416e+01,
+1.000314272e+09,-6.281847763e+01,
+1.000330813e+09,-6.422147369e+01,
+1.000347353e+09,-6.256012344e+01,
+1.000363894e+09,-6.397672653e+01,
+1.000380435e+09,-6.328387070e+01,
+1.000396975e+09,-6.508448792e+01,
+1.000413516e+09,-6.495856476e+01,
+1.000430057e+09,-6.423783112e+01,
+1.000446597e+09,-6.407487488e+01,
+1.000463138e+09,-6.569160461e+01,
+1.000479679e+09,-6.453678894e+01,
+1.000496219e+09,-6.396399307e+01,
+1.000512760e+09,-6.456285095e+01,
+1.000529301e+09,-6.724757385e+01,
+1.000545841e+09,-6.775121307e+01,
+1.000562382e+09,-6.443183899e+01,
+1.000578922e+09,-6.453253174e+01,
+1.000595463e+09,-6.552429962e+01,
+1.000612004e+09,-6.650900269e+01,
+1.000628544e+09,-6.502942657e+01,
+1.000645085e+09,-6.747776794e+01,
+1.000661626e+09,-6.421384430e+01,
+1.000678166e+09,-6.638815308e+01,
+1.000694707e+09,-6.620272827e+01,
+1.000711248e+09,-6.678740692e+01,
+1.000727788e+09,-6.418016815e+01,
+1.000744329e+09,-6.668315125e+01,
+1.000760870e+09,-6.451936340e+01,
+1.000777410e+09,-6.751142120e+01,
+1.000793951e+09,-6.637032318e+01,
+1.000810491e+09,-6.786943054e+01,
+1.000827032e+09,-6.511067963e+01,
+1.000843573e+09,-6.398247910e+01,
+1.000860113e+09,-6.504878235e+01,
+1.000876654e+09,-6.711477661e+01,
+1.000893195e+09,-6.486595154e+01,
+1.000909735e+09,-6.907891083e+01,
+1.000926276e+09,-6.657981873e+01,
+1.000942817e+09,-7.034190369e+01,
+1.000959357e+09,-6.799333954e+01,
+1.000975898e+09,-6.711533356e+01,
+1.000992439e+09,-7.024250793e+01,
+1.001008979e+09,-6.779096222e+01,
+1.001025520e+09,-6.538537598e+01,
+1.001042060e+09,-6.678710175e+01,
+1.001058601e+09,-6.593173218e+01,
+1.001075142e+09,-6.757083130e+01,
+1.001091682e+09,-6.890488434e+01,
+1.001108223e+09,-6.608081818e+01,
+1.001124764e+09,-6.860906219e+01,
+1.001141304e+09,-6.817198944e+01,
+1.001157845e+09,-7.047257233e+01,
+1.001174386e+09,-6.881372070e+01,
+1.001190926e+09,-6.790769196e+01,
+1.001207467e+09,-6.710127258e+01,
+1.001224008e+09,-6.668535614e+01,
+1.001240548e+09,-6.876854706e+01,
+1.001257089e+09,-6.724597931e+01,
+1.001273629e+09,-6.952716827e+01,
+1.001290170e+09,-6.682868195e+01,
+1.001306711e+09,-7.032949066e+01,
+1.001323251e+09,-6.759610748e+01,
+1.001339792e+09,-6.803276825e+01,
+1.001356333e+09,-6.915779114e+01,
+1.001372873e+09,-6.730123138e+01,
+1.001389414e+09,-6.752016449e+01,
+1.001405955e+09,-6.670088196e+01,
+1.001422495e+09,-6.901964569e+01,
+1.001439036e+09,-6.757581329e+01,
+1.001455577e+09,-6.663860321e+01,
+1.001472117e+09,-6.867905426e+01,
+1.001488658e+09,-6.887536621e+01,
+1.001505198e+09,-5.739886856e+01,
+1.001521739e+09,-6.914875793e+01,
+1.001538280e+09,-6.358229446e+01,
+1.001554820e+09,-6.793231964e+01,
+1.001571361e+09,-6.829842377e+01,
+1.001587902e+09,-6.726024628e+01,
+1.001604442e+09,-6.813678741e+01,
+1.001620983e+09,-6.770832825e+01,
+1.001637524e+09,-6.667025757e+01,
+1.001654064e+09,-6.868235779e+01,
+1.001670605e+09,-6.680435944e+01,
+1.001687146e+09,-6.545084381e+01,
+1.001703686e+09,-6.806105804e+01,
+1.001720227e+09,-6.940187836e+01,
+1.001736767e+09,-6.810677338e+01,
+1.001753308e+09,-6.591910553e+01,
+1.001769849e+09,-6.900356293e+01,
+1.001786389e+09,-6.496213531e+01,
+1.001802930e+09,-6.807900238e+01,
+1.001819471e+09,-6.899446869e+01,
+1.001836011e+09,-6.752954102e+01,
+1.001852552e+09,-6.674529266e+01,
+1.001869093e+09,-6.786033630e+01,
+1.001885633e+09,-6.629842377e+01,
+1.001902174e+09,-6.669277191e+01,
+1.001918715e+09,-6.815479279e+01,
+1.001935255e+09,-6.625261688e+01,
+1.001951796e+09,-6.820782471e+01,
+1.001968336e+09,-6.801257324e+01,
+1.001984877e+09,-6.801735687e+01,
+1.002001418e+09,-6.642385864e+01,
+1.002017958e+09,-6.813106537e+01,
+1.002034499e+09,-7.102756500e+01,
+1.002051040e+09,-6.753577423e+01,
+1.002067580e+09,-6.710941315e+01,
+1.002084121e+09,-6.839321136e+01,
+1.002100662e+09,-6.910723114e+01,
+1.002117202e+09,-6.634504700e+01,
+1.002133743e+09,-6.770359039e+01,
+1.002150284e+09,-6.744271851e+01,
+1.002166824e+09,-6.944320679e+01,
+1.002183365e+09,-6.749797821e+01,
+1.002199905e+09,-6.763117218e+01,
+1.002216446e+09,-6.894646454e+01,
+1.002232987e+09,-6.691797638e+01,
+1.002249527e+09,-6.748439789e+01,
+1.002266068e+09,-7.002193451e+01,
+1.002282609e+09,-6.753066254e+01,
+1.002299149e+09,-6.823136139e+01,
+1.002315690e+09,-6.865332031e+01,
+1.002332231e+09,-6.919075775e+01,
+1.002348771e+09,-6.873377991e+01,
+1.002365312e+09,-6.852373505e+01,
+1.002381853e+09,-6.628039551e+01,
+1.002398393e+09,-6.773170471e+01,
+1.002414934e+09,-6.801714325e+01,
+1.002431474e+09,-6.835646057e+01,
+1.002448015e+09,-6.845493317e+01,
+1.002464556e+09,-6.739915466e+01,
+1.002481096e+09,-6.863938904e+01,
+1.002497637e+09,-6.616372681e+01,
+1.002514178e+09,-6.847990417e+01,
+1.002530718e+09,-6.672332001e+01,
+1.002547259e+09,-6.817635345e+01,
+1.002563800e+09,-6.702340698e+01,
+1.002580340e+09,-6.757489777e+01,
+1.002596881e+09,-6.749848938e+01,
+1.002613421e+09,-6.869403076e+01,
+1.002629962e+09,-6.669080353e+01,
+1.002646503e+09,-6.879780579e+01,
+1.002663043e+09,-6.769323730e+01,
+1.002679584e+09,-6.939444733e+01,
+1.002696125e+09,-6.904338837e+01,
+1.002712665e+09,-6.843590546e+01,
+1.002729206e+09,-6.914392853e+01,
+1.002745747e+09,-6.811254883e+01,
+1.002762287e+09,-6.750189209e+01,
+1.002778828e+09,-6.653852081e+01,
+1.002795369e+09,-6.815827179e+01,
+1.002811909e+09,-6.773856354e+01,
+1.002828450e+09,-6.818728638e+01,
+1.002844990e+09,-6.629186249e+01,
+1.002861531e+09,-6.794409180e+01,
+1.002878072e+09,-6.990522003e+01,
+1.002894612e+09,-6.829460907e+01,
+1.002911153e+09,-6.862973785e+01,
+1.002927694e+09,-6.857765961e+01,
+1.002944234e+09,-6.787941742e+01,
+1.002960775e+09,-6.775225067e+01,
+1.002977316e+09,-6.939454651e+01,
+1.002993856e+09,-6.739077759e+01,
+1.003010397e+09,-6.883966827e+01,
+1.003026938e+09,-6.787552643e+01,
+1.003043478e+09,-6.619631195e+01,
+1.003060019e+09,-6.734885406e+01,
+1.003076559e+09,-6.887294769e+01,
+1.003093100e+09,-7.019339752e+01,
+1.003109641e+09,-6.758097076e+01,
+1.003126181e+09,-6.750167084e+01,
+1.003142722e+09,-6.832128906e+01,
+1.003159263e+09,-6.901396179e+01,
+1.003175803e+09,-6.668344116e+01,
+1.003192344e+09,-6.884361267e+01,
+1.003208885e+09,-6.514554596e+01,
+1.003225425e+09,-6.749398041e+01,
+1.003241966e+09,-6.702222443e+01,
+1.003258507e+09,-6.663846588e+01,
+1.003275047e+09,-7.083013916e+01,
+1.003291588e+09,-6.631342316e+01,
+1.003308128e+09,-6.803623962e+01,
+1.003324669e+09,-6.918486023e+01,
+1.003341210e+09,-6.861444855e+01,
+1.003357750e+09,-6.717615509e+01,
+1.003374291e+09,-6.819518280e+01,
+1.003390832e+09,-6.819411469e+01,
+1.003407372e+09,-6.808522797e+01,
+1.003423913e+09,-6.881800079e+01,
+1.003440454e+09,-7.024301910e+01,
+1.003456994e+09,-6.886498260e+01,
+1.003473535e+09,-6.940493011e+01,
+1.003490076e+09,-6.763838959e+01,
+1.003506616e+09,-6.908281708e+01,
+1.003523157e+09,-6.734069061e+01,
+1.003539697e+09,-6.954232025e+01,
+1.003556238e+09,-6.629157257e+01,
+1.003572779e+09,-6.827822113e+01,
+1.003589319e+09,-6.944470978e+01,
+1.003605860e+09,-6.712305450e+01,
+1.003622401e+09,-6.671228790e+01,
+1.003638941e+09,-6.658195496e+01,
+1.003655482e+09,-6.868659973e+01,
+1.003672023e+09,-6.663307953e+01,
+1.003688563e+09,-6.830394745e+01,
+1.003705104e+09,-6.871852875e+01,
+1.003721645e+09,-6.680178070e+01,
+1.003738185e+09,-6.774884033e+01,
+1.003754726e+09,-6.696268463e+01,
+1.003771266e+09,-6.730072784e+01,
+1.003787807e+09,-6.883521271e+01,
+1.003804348e+09,-6.629586029e+01,
