Machine Module,N9322C,CN0743A505
+9.987263705e+08,-6.404025269e+01,
+9.987429112e+08,-6.807089996e+01,
+9.987594518e+08,-6.558075714e+01,
+9.987759925e+08,-6.736676788e+01,
+9.987925331e+08,-6.924466705e+01,
+9.988090737e+08,-6.477950287e+01,
+9.988256144e+08,-6.625009918e+01,
+9.988421550e+08,-6.687874603e+01,
+9.988586957e+08,-6.767225647e+01,
+9.988752363e+08,-6.952033997e+01,
+9.988917770e+08,-6.755175781e+01,
+9.989083176e+08,-6.725054169e+01,
+9.989248582e+08,-6.870980072e+01,
+9.989413989e+08,-6.722944641e+01,
+9.989579395e+08,-6.881805420e+01,
+9.989744802e+08,-6.757689667e+01,
+9.989910208e+08,-6.772714233e+01,
+9.990075615e+08,-6.837908173e+01,
+9.990241021e+08,-6.781626129e+01,
+9.990406427e+08,-6.769738770e+01,
+9.990571834e+08,-6.850341797e+01,
+9.990737240e+08,-6.672000885e+01,
+9.990902647e+08,-6.536888885e+01,
+9.991068053e+08,-6.863157654e+01,
+9.991233460e+08,-6.822422791e+01,
+9.991398866e+08,-6.760807800e+01,
+9.991564272e+08,-6.777341461e+01,
+9.991729679e+08,-6.597141266e+01,
+9.991895085e+08,-6.653118134e+01,
+9.992060492e+08,-6.688158417e+01,
+9.992225898e+08,-6.758690643e+01,
+9.992391305e+08,-6.644085693e+01,
+9.992556711e+08,-6.838243103e+01,
+9.992722117e+08,-6.701145935e+01,
+9.992887524e+08,-6.803150940e+01,
+9.993052930e+08,-6.702169800e+01,
+9.993218337e+08,-6.815046692e+01,
+9.993383743e+08,-6.548585510e+01,
+9.993549149e+08,-6.704121399e+01,
+9.993714556e+08,-6.745013428e+01,
+9.993879962e+08,-6.470429993e+01,
+9.994045369e+08,-6.276109314e+01,
+9.994210775e+08,-6.654927063e+01,
+9.994376182e+08,-6.607687378e+01,
+9.994541588e+08,-6.626507568e+01,
+9.994706994e+08,-6.339411545e+01,
+9.994872401e+08,-6.586129761e+01,
+9.995037807e+08,-6.593627167e+01,
+9.995203214e+08,-6.447579193e+01,
+9.995368620e+08,-6.282786560e+01,
+9.995534027e+08,-6.591510010e+01,
+9.995699433e+08,-6.443388367e+01,
+9.995864839e+08,-6.811105347e+01,
+9.996030246e+08,-6.471293640e+01,
+9.996195652e+08,-6.625228882e+01,
+9.996361059e+08,-6.575648499e+01,
+9.996526465e+08,-6.291134262e+01,
+9.996691872e+08,-6.331820297e+01,
+9.996857278e+08,-6.261275101e+01,
+9.997022684e+08,-6.268029785e+01,
+9.997188091e+08,-6.349258423e+01,
+9.997353497e+08,-6.172062683e+01,
+9.997518904e+08,-5.892476654e+01,
+9.997684310e+08,-6.109244919e+01,
+9.997849716e+08,-6.251890945e+01,
+9.998015123e+08,-5.966584396e+01,
+9.998180529e+08,-5.882948685e+01,
+9.998345936e+08,-5.912415314e+01,
+9.998511342e+08,-5.583801270e+01,
+9.998676749e+08,-5.625484467e+01,
+9.998842155e+08,-5.394738770e+01,
+9.999007561e+08,-5.204240036e+01,
+9.999172968e+08,-5.194871140e+01,
+9.999338374e+08,-4.720041275e+01,
+9.999503781e+08,-4.966296005e+01,
+9.999669187e+08,-4.534223938e+01,
+9.999834594e+08,-4.401683807e+01,
+1.000000000e+09,+1.582926846e+01,
+1.000016541e+09,-4.389191437e+01,
+1.000033081e+09,-4.419445801e+01,
+1.000049622e+09,-4.583410645e+01,
+1.000066163e+09,-4.998104095e+01,
+1.000082703e+09,-5.138685608e+01,
+1.000099244e+09,-5.382435989e+01,
+1.000115784e+09,-5.376212692e+01,
+1.000132325e+09,-5.552058792e+01,
+1.000148866e+09,-5.629778671e+01,
+1.000165406e+09,-5.868133545e+01,
+1.000181947e+09,-5.736955261e+01,
+1.000198488e+09,-6.249214935e+01,
+1.000215028e+09,-6.025206757e+01,
+1.000231569e+09,-5.953065109e+01,
+1.000248110e+09,-6.042387009e+01,
+1.000264650e+09,-6.269357681e+01,
+1.000281191e+09,-6.268952560e+01,
+1.000297732e+09,-6.244148254e+01,
+1.000314272e+09,-6.165625763e+01,
+1.000330813e+09,-6.285078430e+01,
+1.000347353e+09,-6.370418930e+01,
+1.000363894e+09,-6.464174652e+01,
+1.000380435e+09,-6.446210480e+01,
+1.000396975e+09,-6.361608124e+01,
+1.000413516e+09,-6.380545425e+01,
+1.000430057e+09,-6.585365295e+01,
+1.000446597e+09,-6.418161774e+01,
+1.000463138e+09,-6.532061768e+01,
+1.000479679e+09,-6.603266144e+01,
+1.000496219e+09,-6.609440613e+01,
+1.000512760e+09,-6.586885071e+01,
+1.000529301e+09,-6.614810944e+01,
+1.000545841e+09,-6.514103699e+01,
+1.000562382e+09,-6.714418793e+01,
+1.000578922e+09,-6.581178284e+01,
+1.000595463e+09,-6.534906769e+01,
+1.000612004e+09,-6.480360413e+01,
+1.000628544e+09,-6.498839569e+01,
+1.000645085e+09,-6.623856354e+01,
+1.000661626e+09,-6.609342957e+01,
+1.000678166e+09,-6.515782166e+01,
+1.000694707e+09,-6.545854950e+01,
+1.000711248e+09,-6.591523743e+01,
+1.000727788e+09,-6.515729523e+01,
+1.000744329e+09,-6.567521667e+01,
+1.000760870e+09,-6.563011169e+01,
+1.000777410e+09,-6.924951172e+01,
+1.000793951e+09,-6.555121613e+01,
+1.000810491e+09,-6.699465179e+01,
+1.000827032e+09,-6.745698547e+01,
+1.000843573e+09,-6.877548218e+01,
+1.000860113e+09,-6.711785126e+01,
+1.000876654e+09,-6.859828949e+01,
+1.000893195e+09,-6.800325012e+01,
+1.000909735e+09,-6.826229858e+01,
+1.000926276e+09,-6.632405853e+01,
+1.000942817e+09,-6.754006958e+01,
+1.000959357e+09,-6.863302612e+01,
+1.000975898e+09,-6.825829315e+01,
+1.000992439e+09,-6.501384735e+01,
+1.001008979e+09,-6.631621552e+01,
+1.001025520e+09,-6.767454529e+01,
+1.001042060e+09,-6.701248169e+01,
+1.001058601e+09,-6.466958618e+01,
+1.001075142e+09,-6.857826233e+01,
+1.001091682e+09,-6.885292053e+01,
+1.001108223e+09,-6.654241943e+01,
+1.001124764e+09,-6.803958130e+01,
+1.001141304e+09,-6.719837952e+01,
+1.001157845e+09,-6.909590912e+01,
+1.001174386e+09,-6.871864319e+01,
+1.001190926e+09,-6.955707550e+01,
+1.001207467e+09,-6.901181030e+01,
+1.001224008e+09,-6.951898193e+01,
+1.001240548e+09,-6.770692444e+01,
+1.001257089e+09,-6.781228638e+01,
+1.001273629e+09,-6.770056152e+01,
+1.001290170e+09,-6.673687744e+01,
+1.001306711e+09,-6.647058105e+01,
+1.001323251e+09,-6.992503357e+01,
+1.001339792e+09,-6.740325928e+01,
+1.001356333e+09,-6.588571930e+01,
+1.001372873e+09,-6.915757751e+01,
+1.001389414e+09,-6.717457581e+01,
+1.001405955e+09,-6.746106720e+01,
+1.001422495e+09,-6.613604736e+01,
+1.001439036e+09,-6.745915222e+01,
+1.001455577e+09,-6.772738647e+01,
+1.001472117e+09,-6.795822144e+01,
+1.001488658e+09,-6.813237762e+01,
+1.001505198e+09,-4.941905212e+01,
+1.001521739e+09,-6.820195770e+01,
+1.001538280e+09,-6.759327698e+01,
+1.001554820e+09,-6.711119080e+01,
+1.001571361e+09,-6.716181946e+01,
+1.001587902e+09,-6.624023438e+01,
+1.001604442e+09,-6.919801331e+01,
+1.001620983e+09,-6.714602661e+01,
+1.001637524e+09,-6.650567627e+01,
+1.001654064e+09,-6.565614319e+01,
+1.001670605e+09,-6.748181152e+01,
+1.001687146e+09,-6.820718384e+01,
+1.001703686e+09,-6.741107178e+01,
+1.001720227e+09,-6.814480591e+01,
+1.001736767e+09,-6.799978638e+01,
+1.001753308e+09,-6.697637939e+01,
+1.001769849e+09,-6.684170532e+01,
+1.001786389e+09,-6.743208313e+01,
+1.001802930e+09,-6.858280945e+01,
+1.001819471e+09,-6.672639465e+01,
+1.001836011e+09,-6.818111420e+01,
+1.001852552e+09,-6.710283661e+01,
+1.001869093e+09,-6.951330566e+01,
+1.001885633e+09,-6.832772827e+01,
+1.001902174e+09,-6.988897705e+01,
+1.001918715e+09,-6.980052185e+01,
+1.001935255e+09,-6.823474121e+01,
+1.001951796e+09,-6.653980255e+01,
+1.001968336e+09,-6.862857056e+01,
+1.001984877e+09,-6.828244781e+01,
+1.002001418e+09,-6.755441284e+01,
+1.002017958e+09,-6.995464325e+01,
+1.002034499e+09,-6.941950226e+01,
+1.002051040e+09,-6.997806549e+01,
+1.002067580e+09,-6.787035370e+01,
+1.002084121e+09,-6.889122009e+01,
+1.002100662e+09,-6.570732880e+01,
+1.002117202e+09,-6.732893372e+01,
+1.002133743e+09,-6.732041168e+01,
+1.002150284e+09,-6.717058563e+01,
+1.002166824e+09,-6.671221924e+01,
+1.002183365e+09,-6.864054871e+01,
+1.002199905e+09,-6.617627716e+01,
+1.002216446e+09,-6.704039764e+01,
+1.002232987e+09,-6.909827423e+01,
+1.002249527e+09,-6.878232574e+01,
+1.002266068e+09,-6.573928070e+01,
+1.002282609e+09,-6.722631836e+01,
+1.002299149e+09,-6.706891632e+01,
+1.002315690e+09,-6.849366760e+01,
+1.002332231e+09,-6.733019257e+01,
+1.002348771e+09,-6.860987091e+01,
+1.002365312e+09,-6.718285370e+01,
+1.002381853e+09,-6.881683350e+01,
+1.002398393e+09,-6.761383820e+01,
+1.002414934e+09,-6.958355713e+01,
+1.002431474e+09,-6.724494934e+01,
+1.002448015e+09,-6.863023376e+01,
+1.002464556e+09,-6.737381744e+01,
+1.002481096e+09,-6.794479370e+01,
+1.002497637e+09,-6.830676270e+01,
+1.002514178e+09,-7.037555695e+01,
+1.002530718e+09,-6.760336304e+01,
+1.002547259e+09,-6.758694458e+01,
+1.002563800e+09,-6.770827484e+01,
+1.002580340e+09,-6.683417511e+01,
+1.002596881e+09,-6.816025543e+01,
+1.002613421e+09,-6.665719604e+01,
+1.002629962e+09,-6.840792084e+01,
+1.002646503e+09,-6.912745667e+01,
+1.002663043e+09,-6.781250763e+01,
+1.002679584e+09,-6.663698578e+01,
+1.002696125e+09,-6.624266052e+01,
+1.002712665e+09,-6.990382385e+01,
+1.002729206e+09,-6.770395660e+01,
+1.002745747e+09,-6.800447845e+01,
+1.002762287e+09,-6.695486450e+01,
+1.002778828e+09,-6.907612610e+01,
+1.002795369e+09,-6.755448914e+01,
+1.002811909e+09,-6.710797882e+01,
+1.002828450e+09,-6.728383636e+01,
+1.002844990e+09,-6.853174591e+01,
+1.002861531e+09,-6.840857697e+01,
+1.002878072e+09,-6.630002594e+01,
+1.002894612e+09,-6.863356781e+01,
+1.002911153e+09,-6.784603119e+01,
+1.002927694e+09,-6.865387726e+01,
+1.002944234e+09,-7.012804413e+01,
+1.002960775e+09,-6.664239502e+01,
+1.002977316e+09,-6.730204010e+01,
+1.002993856e+09,-5.000456619e+01,
+1.003010397e+09,-6.762094879e+01,
+1.003026938e+09,-6.862709045e+01,
+1.003043478e+09,-6.542382050e+01,
+1.003060019e+09,-6.841979980e+01,
+1.003076559e+09,-6.729439545e+01,
+1.003093100e+09,-6.689777374e+01,
+1.003109641e+09,-6.896320343e+01,
+1.003126181e+09,-6.956696320e+01,
+1.003142722e+09,-6.989641571e+01,
+1.003159263e+09,-6.875556183e+01,
+1.003175803e+09,-6.615042877e+01,
+1.003192344e+09,-6.777476501e+01,
+1.003208885e+09,-6.823459625e+01,
+1.003225425e+09,-6.750818634e+01,
+1.003241966e+09,-6.714775848e+01,
+1.003258507e+09,-6.527582550e+01,
+1.003275047e+09,-6.751589966e+01,
+1.003291588e+09,-6.966757965e+01,
+1.003308128e+09,-6.888536835e+01,
+1.003324669e+09,-6.827704620e+01,
+1.003341210e+09,-6.867406464e+01,
+1.003357750e+09,-6.708730316e+01,
+1.003374291e+09,-6.895510101e+01,
+1.003390832e+09,-6.851482391e+01,
+1.003407372e+09,-6.949437714e+01,
+1.003423913e+09,-6.695734406e+01,
+1.003440454e+09,-6.710898590e+01,
+1.003456994e+09,-6.877878571e+01,
+1.003473535e+09,-6.736876678e+01,
+1.003490076e+09,-6.937310028e+01,
+1.003506616e+09,-7.162590790e+01,
+1.003523157e+09,-6.747069550e+01,
+1.003539697e+09,-6.799347687e+01,
+1.003556238e+09,-6.577411652e+01,
+1.003572779e+09,-6.766056061e+01,
+1.003589319e+09,-6.705370331e+01,
+1.003605860e+09,-6.743068695e+01,
+1.003622401e+09,-6.931326294e+01,
+1.003638941e+09,-6.854614258e+01,
+1.003655482e+09,-6.859465790e+01,
+1.003672023e+09,-6.823250580e+01,
+1.003688563e+09,-7.073889923e+01,
+1.003705104e+09,-6.557006073e+01,
+1.003721645e+09,-6.856885529e+01,
+1.003738185e+09,-6.607276154e+01,
+1.003754726e+09,-6.740205383e+01,
+1.003771266e+09,-6.608780670e+01,
+1.003787807e+09,-6.813386536e+01,
+1.003804348e+09,-6.715036774e+01,
