Machine Module,N9322C,CN0743A505
+9.987263705e+08,-6.711302948e+01,
+9.987429112e+08,-6.764107513e+01,
+9.987594518e+08,-6.782271576e+01,
+9.987759925e+08,-7.029522705e+01,
+9.987925331e+08,-6.693118286e+01,
+9.988090737e+08,-6.321283722e+01,
+9.988256144e+08,-6.674420929e+01,
+9.988421550e+08,-6.630848694e+01,
+9.988586957e+08,-6.852611542e+01,
+9.988752363e+08,-6.728932190e+01,
+9.988917770e+08,-6.819605255e+01,
+9.989083176e+08,-6.763272095e+01,
+9.989248582e+08,-6.805651093e+01,
+9.989413989e+08,-6.565397644e+01,
+9.989579395e+08,-6.684605408e+01,
+9.989744802e+08,-6.956694031e+01,
+9.989910208e+08,-6.721302032e+01,
+9.990075615e+08,-6.983274841e+01,
+9.990241021e+08,-6.839502716e+01,
+9.990406427e+08,-6.818848419e+01,
+9.990571834e+08,-6.636520386e+01,
+9.990737240e+08,-6.550885010e+01,
+9.990902647e+08,-6.656662750e+01,
+9.991068053e+08,-6.576354218e+01,
+9.991233460e+08,-6.671625519e+01,
+9.991398866e+08,-6.804845428e+01,
+9.991564272e+08,-6.608039093e+01,
+9.991729679e+08,-6.916747284e+01,
+9.991895085e+08,-6.807787323e+01,
+9.992060492e+08,-6.661624908e+01,
+9.992225898e+08,-6.808880615e+01,
+9.992391305e+08,-6.877572632e+01,
+9.992556711e+08,-6.687963104e+01,
+9.992722117e+08,-6.709401703e+01,
+9.992887524e+08,-6.599458313e+01,
+9.993052930e+08,-6.688142395e+01,
+9.993218337e+08,-6.640899658e+01,
+9.993383743e+08,-6.739787292e+01,
+9.993549149e+08,-6.581800842e+01,
+9.993714556e+08,-6.551628113e+01,
+9.993879962e+08,-6.555023956e+01,
+9.994045369e+08,-6.643119812e+01,
+9.994210775e+08,-6.699637604e+01,
+9.994376182e+08,-6.653268433e+01,
+9.994541588e+08,-6.421061707e+01,
+9.994706994e+08,-6.634434509e+01,
+9.994872401e+08,-6.579876709e+01,
+9.995037807e+08,-6.455456543e+01,
+9.995203214e+08,-6.422431946e+01,
+9.995368620e+08,-6.417552948e+01,
+9.995534027e+08,-6.580176544e+01,
+9.995699433e+08,-6.330633926e+01,
+9.995864839e+08,-6.324043655e+01,
+9.996030246e+08,-6.214209366e+01,
+9.996195652e+08,-6.602209473e+01,
+9.996361059e+08,-6.423492432e+01,
+9.996526465e+08,-6.506398010e+01,
+9.996691872e+08,-6.472534180e+01,
+9.996857278e+08,-6.208967209e+01,
+9.997022684e+08,-6.269332886e+01,
+9.997188091e+08,-6.212120819e+01,
+9.997353497e+08,-6.259846497e+01,
+9.997518904e+08,-6.018511963e+01,
+9.997684310e+08,-6.032451248e+01,
+9.997849716e+08,-5.939679337e+01,
+9.998015123e+08,-6.131248093e+01,
+9.998180529e+08,-5.817986679e+01,
+9.998345936e+08,-5.753944397e+01,
+9.998511342e+08,-5.850785065e+01,
+9.998676749e+08,-5.599969482e+01,
+9.998842155e+08,-5.609382629e+01,
+9.999007561e+08,-5.340298843e+01,
+9.999172968e+08,-5.235190201e+01,
+9.999338374e+08,-5.064332962e+01,
+9.999503781e+08,-4.752595901e+01,
+9.999669187e+08,-4.323700714e+01,
+9.999834594e+08,-4.259504700e+01,
+1.000000000e+09,+1.585715580e+01,
+1.000016541e+09,-4.552256775e+01,
+1.000033081e+09,-4.371084595e+01,
+1.000049622e+09,-4.637802124e+01,
+1.000066163e+09,-5.070957184e+01,
+1.000082703e+09,-5.183903503e+01,
+1.000099244e+09,-5.129247665e+01,
+1.000115784e+09,-5.368548203e+01,
+1.000132325e+09,-5.694905472e+01,
+1.000148866e+09,-5.703753281e+01,
+1.000165406e+09,-5.667176056e+01,
+1.000181947e+09,-5.957644653e+01,
+1.000198488e+09,-5.983337402e+01,
+1.000215028e+09,-5.897734833e+01,
+1.000231569e+09,-6.001513290e+01,
+1.000248110e+09,-6.096142197e+01,
+1.000264650e+09,-6.086907578e+01,
+1.000281191e+09,-6.199152756e+01,
+1.000297732e+09,-6.300746155e+01,
+1.000314272e+09,-6.397458267e+01,
+1.000330813e+09,-6.400823975e+01,
+1.000347353e+09,-6.176306915e+01,
+1.000363894e+09,-6.428565979e+01,
+1.000380435e+09,-6.398350906e+01,
+1.000396975e+09,-6.422294617e+01,
+1.000413516e+09,-6.401613617e+01,
+1.000430057e+09,-6.452812195e+01,
+1.000446597e+09,-6.536131287e+01,
+1.000463138e+09,-6.485742188e+01,
+1.000479679e+09,-6.324610138e+01,
+1.000496219e+09,-6.479591370e+01,
+1.000512760e+09,-6.613513947e+01,
+1.000529301e+09,-6.587563324e+01,
+1.000545841e+09,-6.548862457e+01,
+1.000562382e+09,-6.651896667e+01,
+1.000578922e+09,-6.524460602e+01,
+1.000595463e+09,-6.632357788e+01,
+1.000612004e+09,-6.497914886e+01,
+1.000628544e+09,-6.599073792e+01,
+1.000645085e+09,-6.812560272e+01,
+1.000661626e+09,-6.760370636e+01,
+1.000678166e+09,-6.607725525e+01,
+1.000694707e+09,-6.857664490e+01,
+1.000711248e+09,-6.499221802e+01,
+1.000727788e+09,-6.675588226e+01,
+1.000744329e+09,-6.638153076e+01,
+1.000760870e+09,-6.470104218e+01,
+1.000777410e+09,-6.658126068e+01,
+1.000793951e+09,-6.594277954e+01,
+1.000810491e+09,-6.528148651e+01,
+1.000827032e+09,-6.809016418e+01,
+1.000843573e+09,-7.012351227e+01,
+1.000860113e+09,-6.797097778e+01,
+1.000876654e+09,-6.592571259e+01,
+1.000893195e+09,-6.823075867e+01,
+1.000909735e+09,-6.930258942e+01,
+1.000926276e+09,-6.720750427e+01,
+1.000942817e+09,-6.659636688e+01,
+1.000959357e+09,-6.809538269e+01,
+1.000975898e+09,-6.633503723e+01,
+1.000992439e+09,-6.857298279e+01,
+1.001008979e+09,-6.761353302e+01,
+1.001025520e+09,-6.782312012e+01,
+1.001042060e+09,-6.743269348e+01,
+1.001058601e+09,-6.753433990e+01,
+1.001075142e+09,-6.904347992e+01,
+1.001091682e+09,-6.836318970e+01,
+1.001108223e+09,-6.902117920e+01,
+1.001124764e+09,-6.846447754e+01,
+1.001141304e+09,-6.591192627e+01,
+1.001157845e+09,-6.919676971e+01,
+1.001174386e+09,-7.007895660e+01,
+1.001190926e+09,-6.844043732e+01,
+1.001207467e+09,-6.730824280e+01,
+1.001224008e+09,-6.973158264e+01,
+1.001240548e+09,-6.786833191e+01,
+1.001257089e+09,-6.681324768e+01,
+1.001273629e+09,-6.706498718e+01,
+1.001290170e+09,-6.805610657e+01,
+1.001306711e+09,-6.754074097e+01,
+1.001323251e+09,-6.705746460e+01,
+1.001339792e+09,-6.700653076e+01,
+1.001356333e+09,-6.614031219e+01,
+1.001372873e+09,-6.869503784e+01,
+1.001389414e+09,-6.965775299e+01,
+1.001405955e+09,-6.617828369e+01,
+1.001422495e+09,-6.710206604e+01,
+1.001439036e+09,-6.898135376e+01,
+1.001455577e+09,-6.474977112e+01,
+1.001472117e+09,-6.701150513e+01,
+1.001488658e+09,-6.894654846e+01,
+1.001505198e+09,-4.782951355e+01,
+1.001521739e+09,-6.783390045e+01,
+1.001538280e+09,-6.830861664e+01,
+1.001554820e+09,-6.759875488e+01,
+1.001571361e+09,-6.831295776e+01,
+1.001587902e+09,-6.750289917e+01,
+1.001604442e+09,-6.598426819e+01,
+1.001620983e+09,-7.078513336e+01,
+1.001637524e+09,-6.867740631e+01,
+1.001654064e+09,-6.802555084e+01,
+1.001670605e+09,-6.739067078e+01,
+1.001687146e+09,-6.839268494e+01,
+1.001703686e+09,-6.885212708e+01,
+1.001720227e+09,-6.785214233e+01,
+1.001736767e+09,-6.862905884e+01,
+1.001753308e+09,-6.826194763e+01,
+1.001769849e+09,-6.609118652e+01,
+1.001786389e+09,-6.712806702e+01,
+1.001802930e+09,-6.829260254e+01,
+1.001819471e+09,-6.814080811e+01,
+1.001836011e+09,-6.795748138e+01,
+1.001852552e+09,-6.838198090e+01,
+1.001869093e+09,-6.519832611e+01,
+1.001885633e+09,-6.795100403e+01,
+1.001902174e+09,-6.917164612e+01,
+1.001918715e+09,-6.849652100e+01,
+1.001935255e+09,-6.907780457e+01,
+1.001951796e+09,-6.637461853e+01,
+1.001968336e+09,-6.815068817e+01,
+1.001984877e+09,-7.052766418e+01,
+1.002001418e+09,-6.578687286e+01,
+1.002017958e+09,-6.740702820e+01,
+1.002034499e+09,-6.742567444e+01,
+1.002051040e+09,-6.860925293e+01,
+1.002067580e+09,-6.909010315e+01,
+1.002084121e+09,-6.775051880e+01,
+1.002100662e+09,-6.835085297e+01,
+1.002117202e+09,-6.738892365e+01,
+1.002133743e+09,-6.760168457e+01,
+1.002150284e+09,-6.665869141e+01,
+1.002166824e+09,-6.783193970e+01,
+1.002183365e+09,-6.824642181e+01,
+1.002199905e+09,-6.774892426e+01,
+1.002216446e+09,-6.879527283e+01,
+1.002232987e+09,-6.958633423e+01,
+1.002249527e+09,-6.795901489e+01,
+1.002266068e+09,-6.685733032e+01,
+1.002282609e+09,-6.835054016e+01,
+1.002299149e+09,-6.714273071e+01,
+1.002315690e+09,-6.734407043e+01,
+1.002332231e+09,-6.776276398e+01,
+1.002348771e+09,-6.852818298e+01,
+1.002365312e+09,-7.116632843e+01,
+1.002381853e+09,-7.006379700e+01,
+1.002398393e+09,-6.940750885e+01,
+1.002414934e+09,-6.723228455e+01,
+1.002431474e+09,-6.547785950e+01,
+1.002448015e+09,-6.987431335e+01,
+1.002464556e+09,-6.705435181e+01,
+1.002481096e+09,-6.744314575e+01,
+1.002497637e+09,-6.808079529e+01,
+1.002514178e+09,-6.823989868e+01,
+1.002530718e+09,-6.826913452e+01,
+1.002547259e+09,-6.843696594e+01,
+1.002563800e+09,-6.810279846e+01,
+1.002580340e+09,-6.919770813e+01,
+1.002596881e+09,-6.732305145e+01,
+1.002613421e+09,-6.977275085e+01,
+1.002629962e+09,-6.882218933e+01,
+1.002646503e+09,-6.921125031e+01,
+1.002663043e+09,-6.919925690e+01,
+1.002679584e+09,-6.859216309e+01,
+1.002696125e+09,-6.779917908e+01,
+1.002712665e+09,-6.680115509e+01,
+1.002729206e+09,-6.965159607e+01,
+1.002745747e+09,-6.884857178e+01,
+1.002762287e+09,-6.758965302e+01,
+1.002778828e+09,-6.788862610e+01,
+1.002795369e+09,-6.928778839e+01,
+1.002811909e+09,-6.910748291e+01,
+1.002828450e+09,-6.750191498e+01,
+1.002844990e+09,-6.835433960e+01,
+1.002861531e+09,-6.854992676e+01,
+1.002878072e+09,-6.798674011e+01,
+1.002894612e+09,-6.843168640e+01,
+1.002911153e+09,-6.805545044e+01,
+1.002927694e+09,-6.701220703e+01,
+1.002944234e+09,-6.851230621e+01,
+1.002960775e+09,-6.997753143e+01,
+1.002977316e+09,-6.818347168e+01,
+1.002993856e+09,-4.686129761e+01,
+1.003010397e+09,-6.962236023e+01,
+1.003026938e+09,-6.709523773e+01,
+1.003043478e+09,-6.832159424e+01,
+1.003060019e+09,-6.820563507e+01,
+1.003076559e+09,-6.875605774e+01,
+1.003093100e+09,-6.488951111e+01,
+1.003109641e+09,-6.760810852e+01,
+1.003126181e+09,-6.805178833e+01,
+1.003142722e+09,-6.654229736e+01,
+1.003159263e+09,-6.916973877e+01,
+1.003175803e+09,-6.956649780e+01,
+1.003192344e+09,-6.763594055e+01,
+1.003208885e+09,-6.731864929e+01,
+1.003225425e+09,-6.952082825e+01,
+1.003241966e+09,-6.960026550e+01,
+1.003258507e+09,-6.875178528e+01,
+1.003275047e+09,-6.813140106e+01,
+1.003291588e+09,-7.025595856e+01,
+1.003308128e+09,-6.900250244e+01,
+1.003324669e+09,-6.806388855e+01,
+1.003341210e+09,-6.841490173e+01,
+1.003357750e+09,-6.652803040e+01,
+1.003374291e+09,-6.777354431e+01,
+1.003390832e+09,-6.721078491e+01,
+1.003407372e+09,-6.843276978e+01,
+1.003423913e+09,-6.757942200e+01,
+1.003440454e+09,-6.626750183e+01,
+1.003456994e+09,-6.740188599e+01,
+1.003473535e+09,-6.735096741e+01,
+1.003490076e+09,-6.933781433e+01,
+1.003506616e+09,-6.691967773e+01,
+1.003523157e+09,-6.873240662e+01,
+1.003539697e+09,-6.856764221e+01,
+1.003556238e+09,-6.703488159e+01,
+1.003572779e+09,-6.854129028e+01,
+1.003589319e+09,-6.820251465e+01,
+1.003605860e+09,-6.879250336e+01,
+1.003622401e+09,-6.793053436e+01,
+1.003638941e+09,-6.933881378e+01,
+1.003655482e+09,-6.713312531e+01,
+1.003672023e+09,-6.856414795e+01,
+1.003688563e+09,-6.731950378e+01,
+1.003705104e+09,-6.900541687e+01,
+1.003721645e+09,-6.717335510e+01,
+1.003738185e+09,-6.852133942e+01,
+1.003754726e+09,-6.766551208e+01,
+1.003771266e+09,-6.775394440e+01,
+1.003787807e+09,-6.814389801e+01,
+1.003804348e+09,-6.898263550e+01,
